pPseAAC_1	pPseAAC_10	pPseAAC_11	pPseAAC_12	pPseAAC_13	pPseAAC_14	pPseAAC_15	pPseAAC_16	pPseAAC_17	pPseAAC_18	pPseAAC_19	pPseAAC_2	pPseAAC_20	pPseAAC_3	pPseAAC_4	pPseAAC_5	pPseAAC_6	pPseAAC_7	pPseAAC_8	pPseAAC_9	prot_ID
0.0518	0.0502	0.0501	0.0494	0.0497	0.0495	0.049	0.0503	0.0485	0.0492	0.0503	0.0542	0.0498	0.0496	0.0496	0.0498	0.0505	0.0496	0.0486	0.0503	seq_39844_3639
0.0502	0.0497	0.0489	0.0513	0.0493	0.0494	0.0507	0.0498	0.0503	0.0508	0.0511	0.0531	0.0494	0.0473	0.0483	0.0505	0.0508	0.0473	0.0496	0.0523	seq_39844_3640
0.0495	0.0513	0.0513	0.0493	0.05	0.0492	0.0488	0.0489	0.0491	0.0498	0.05	0.0489	0.0506	0.051	0.0499	0.0502	0.0505	0.0495	0.0514	0.0509	seq_39844_3642
0.0506	0.0489	0.0506	0.0496	0.0495	0.0505	0.0494	0.0503	0.0473	0.0483	0.0503	0.05	0.0508	0.0517	0.0522	0.0518	0.05	0.049	0.0492	0.05	seq_39844_3643
0.0506	0.051	0.0497	0.0505	0.0493	0.0486	0.0504	0.0493	0.0491	0.0491	0.0507	0.0507	0.0505	0.0499	0.0516	0.0502	0.0507	0.05	0.0492	0.0491	seq_39844_3644
0.0534	0.0461	0.0513	0.0498	0.0497	0.0521	0.0472	0.05	0.0503	0.0497	0.0511	0.0501	0.0479	0.0508	0.0532	0.0453	0.0522	0.0495	0.0496	0.0507	seq_39844_3645
0.0518	0.05	0.0493	0.0496	0.0499	0.0496	0.0493	0.0505	0.0496	0.0498	0.0496	0.0545	0.049	0.0498	0.0486	0.049	0.0512	0.0489	0.0498	0.05	seq_39844_3641
0.0523	0.0496	0.0504	0.05	0.0492	0.0495	0.0485	0.0487	0.0499	0.0502	0.0508	0.0485	0.0497	0.0508	0.0507	0.0504	0.0511	0.0495	0.0494	0.0508	seq_39844_3647
0.0509	0.0497	0.0474	0.0503	0.0475	0.049	0.0488	0.0491	0.0495	0.0504	0.0513	0.0493	0.0499	0.0517	0.0503	0.0527	0.0515	0.0512	0.0504	0.0491	seq_39844_3648
0.0524	0.0493	0.0506	0.0506	0.0501	0.0483	0.0492	0.0492	0.0496	0.0496	0.0504	0.0485	0.0504	0.0509	0.0512	0.0514	0.0513	0.0488	0.0489	0.0493	seq_39844_3650
0.0505	0.0502	0.0475	0.0491	0.0499	0.0503	0.0496	0.0496	0.0502	0.0495	0.0497	0.054	0.0504	0.0508	0.0485	0.0506	0.0501	0.0492	0.0494	0.0508	seq_39844_3651
0.051	0.0501	0.0499	0.0495	0.0498	0.0495	0.0497	0.0485	0.0499	0.05	0.0492	0.051	0.0502	0.0495	0.0502	0.0504	0.0514	0.05	0.0502	0.0499	seq_39844_3652
0.0508	0.0499	0.0506	0.0489	0.0489	0.0503	0.0494	0.0494	0.05	0.0502	0.0507	0.0534	0.0498	0.0489	0.0497	0.0504	0.0509	0.0491	0.05	0.0486	seq_39844_3649
0.0517	0.0516	0.0502	0.0508	0.0492	0.0475	0.0496	0.0482	0.0499	0.0484	0.049	0.0462	0.0505	0.0523	0.0512	0.0508	0.0514	0.05	0.0511	0.0506	seq_39844_3646
0.0513	0.0492	0.0492	0.05	0.0502	0.0498	0.0502	0.0499	0.0504	0.0493	0.0491	0.0546	0.0498	0.0501	0.0485	0.051	0.0508	0.0486	0.0483	0.0497	seq_39844_3654
0.0517	0.0496	0.0483	0.0507	0.05	0.0497	0.0502	0.0499	0.0493	0.0499	0.0496	0.0515	0.05	0.0485	0.0496	0.0516	0.0493	0.0507	0.0498	0.0498	seq_39844_3655
0.0487	0.0523	0.0496	0.0505	0.0501	0.0501	0.0499	0.0506	0.0495	0.0488	0.0502	0.0513	0.0496	0.0524	0.0524	0.0486	0.0486	0.0484	0.0484	0.0499	seq_39844_3657
0.0524	0.0501	0.0496	0.0496	0.05	0.0493	0.0507	0.0492	0.0485	0.0488	0.0482	0.0483	0.0501	0.0521	0.0511	0.0514	0.0508	0.05	0.0496	0.05	seq_39844_3658
0.0524	0.0505	0.0493	0.0497	0.0503	0.0496	0.0503	0.0492	0.0484	0.0489	0.0479	0.0481	0.0502	0.052	0.0516	0.0513	0.0505	0.0498	0.0497	0.0501	seq_39844_3656
0.0517	0.0507	0.0503	0.0505	0.0492	0.0496	0.049	0.0497	0.0487	0.0506	0.0508	0.0481	0.0494	0.0513	0.0505	0.0507	0.0503	0.0504	0.049	0.0494	seq_39844_3653
0.0526	0.0495	0.0496	0.05	0.0499	0.0496	0.0496	0.0496	0.0496	0.0483	0.0495	0.0477	0.0498	0.0514	0.0508	0.0504	0.0519	0.0502	0.0504	0.0496	seq_39844_3660
0.0534	0.0501	0.0492	0.0499	0.0496	0.0497	0.0478	0.0498	0.0491	0.0487	0.0496	0.0481	0.0502	0.052	0.051	0.0506	0.0505	0.0509	0.0489	0.0509	seq_39844_3659
0.051	0.05	0.0497	0.0486	0.0503	0.0505	0.0499	0.0502	0.0502	0.05	0.0504	0.0538	0.0508	0.0489	0.0468	0.05	0.0517	0.0487	0.0481	0.0503	seq_39844_3661
0.0514	0.0498	0.0501	0.0495	0.0503	0.0502	0.0498	0.0502	0.0507	0.0494	0.0498	0.0492	0.0498	0.0507	0.051	0.0512	0.0485	0.0492	0.0502	0.0491	seq_39844_3662
0.0524	0.0499	0.0495	0.0498	0.0499	0.0501	0.0488	0.0494	0.0497	0.0494	0.0498	0.0531	0.0504	0.0505	0.0484	0.051	0.05	0.0487	0.0488	0.0503	seq_39844_3664
0.0507	0.0492	0.0499	0.0499	0.0493	0.0495	0.0502	0.0496	0.0501	0.0497	0.0491	0.0505	0.0506	0.0501	0.0514	0.0506	0.0499	0.0493	0.0506	0.0498	seq_39844_3665
0.0506	0.0483	0.0486	0.0498	0.0511	0.0498	0.0492	0.0503	0.0499	0.0508	0.0502	0.0481	0.049	0.052	0.0518	0.0502	0.0502	0.0499	0.0507	0.0495	seq_39844_3663
0.0529	0.0494	0.0495	0.0492	0.0501	0.0499	0.0493	0.0502	0.0492	0.0494	0.0509	0.0477	0.0493	0.0519	0.0493	0.0499	0.052	0.0502	0.0492	0.0504	seq_39844_3667
0.0506	0.0495	0.0511	0.0488	0.0502	0.0494	0.0505	0.0497	0.05	0.0516	0.0503	0.0499	0.0509	0.0501	0.0501	0.0498	0.0507	0.0476	0.0501	0.049	seq_39844_3666
0.0539	0.0505	0.049	0.0495	0.0508	0.0491	0.0497	0.0504	0.0485	0.0504	0.05	0.05	0.0492	0.0495	0.0513	0.0481	0.0506	0.0511	0.0494	0.0491	seq_39844_3669
0.0505	0.0491	0.0495	0.0502	0.0505	0.0488	0.0499	0.0485	0.0502	0.05	0.0494	0.0508	0.0499	0.0505	0.0493	0.0511	0.05	0.0496	0.0521	0.0501	seq_39844_3670
0.0523	0.0508	0.049	0.0506	0.05	0.0497	0.049	0.0499	0.0494	0.0489	0.05	0.0554	0.0485	0.0487	0.0491	0.0494	0.0515	0.0492	0.0486	0.0499	seq_39844_3668
0.0531	0.0501	0.0494	0.0502	0.049	0.0507	0.0492	0.0493	0.0485	0.049	0.0505	0.0495	0.0489	0.0516	0.0484	0.0508	0.0513	0.0504	0.0502	0.0499	seq_39844_3672
0.0494	0.0497	0.0501	0.05	0.0495	0.0496	0.0493	0.0494	0.0514	0.0511	0.0506	0.0491	0.049	0.0513	0.0504	0.0502	0.0494	0.0503	0.0511	0.0491	seq_39844_3673
0.052	0.0501	0.0489	0.0485	0.0488	0.0499	0.0494	0.0502	0.0493	0.0489	0.0486	0.0458	0.05	0.0528	0.0516	0.0523	0.0516	0.0519	0.0498	0.0497	seq_39844_3674
0.0505	0.0504	0.05	0.0515	0.0489	0.0492	0.051	0.0493	0.0503	0.0495	0.0501	0.0508	0.0493	0.0507	0.0502	0.0483	0.0495	0.0488	0.0511	0.0506	seq_39844_3671
0.0501	0.0495	0.0486	0.0505	0.0504	0.0492	0.0491	0.0501	0.0499	0.0503	0.0503	0.0534	0.0501	0.0486	0.049	0.0508	0.0506	0.0493	0.0493	0.0508	seq_39844_3676
0.0505	0.0507	0.0489	0.0496	0.0506	0.05	0.05	0.0507	0.0496	0.0488	0.0498	0.053	0.05	0.0494	0.0483	0.0518	0.0502	0.0477	0.0499	0.0506	seq_39844_3675
0.0525	0.0492	0.0503	0.0502	0.0509	0.05	0.0488	0.0489	0.0495	0.0503	0.0505	0.0476	0.0501	0.0515	0.051	0.0504	0.0502	0.0492	0.0495	0.0495	seq_39844_3677
0.0513	0.0503	0.0486	0.0502	0.0491	0.0502	0.05	0.0491	0.0493	0.0487	0.0503	0.0499	0.0503	0.0519	0.0507	0.0499	0.0497	0.0501	0.0498	0.0504	seq_39844_3680
0.0522	0.0499	0.0493	0.0504	0.0504	0.0496	0.0506	0.0497	0.0514	0.0496	0.0501	0.0493	0.0515	0.0505	0.0484	0.0503	0.0503	0.0471	0.0511	0.0482	seq_39844_3679
0.0515	0.0485	0.05	0.0496	0.051	0.0499	0.0492	0.0489	0.0495	0.0492	0.0506	0.0479	0.0504	0.0523	0.0517	0.05	0.0501	0.05	0.0498	0.05	seq_39844_3682
0.05	0.0496	0.0499	0.0498	0.0494	0.0503	0.0492	0.05	0.0507	0.0495	0.051	0.0511	0.0502	0.0497	0.0511	0.0487	0.0505	0.0498	0.0497	0.0497	seq_39844_3678
0.0505	0.0506	0.0482	0.0502	0.0504	0.0497	0.0495	0.049	0.0504	0.0492	0.0503	0.0552	0.0502	0.049	0.0463	0.0506	0.0532	0.0491	0.0475	0.0509	seq_39844_3681
0.0518	0.0499	0.05	0.0505	0.0493	0.0505	0.0488	0.0498	0.0492	0.0495	0.0504	0.0488	0.0498	0.0516	0.0501	0.0503	0.0501	0.0504	0.0497	0.0494	seq_39844_3684
0.0523	0.0497	0.05	0.0491	0.0498	0.0499	0.0497	0.0489	0.0502	0.0506	0.0498	0.0544	0.0504	0.049	0.0476	0.0498	0.0508	0.0491	0.0494	0.0495	seq_39844_3686
0.0512	0.0494	0.049	0.0497	0.0494	0.0507	0.0491	0.0487	0.051	0.0499	0.0488	0.0509	0.0508	0.0502	0.0494	0.0505	0.0507	0.0503	0.0489	0.0512	seq_39844_3683
0.0522	0.0511	0.0488	0.0496	0.0515	0.0489	0.0486	0.0503	0.0495	0.0483	0.0502	0.055	0.049	0.0495	0.049	0.0504	0.0512	0.049	0.0484	0.0493	seq_39844_3687
0.0518	0.049	0.0495	0.049	0.0501	0.0506	0.0494	0.0489	0.0487	0.0495	0.0504	0.0546	0.0491	0.0497	0.0496	0.05	0.0515	0.0484	0.0497	0.0506	seq_39844_3685
0.0499	0.049	0.0492	0.0501	0.0498	0.0488	0.0507	0.0504	0.0492	0.0495	0.0502	0.0506	0.0502	0.051	0.0506	0.0505	0.05	0.05	0.0506	0.0498	seq_39844_3690
0.0507	0.0483	0.05	0.0483	0.0503	0.0513	0.0514	0.0483	0.0495	0.051	0.0509	0.0494	0.0496	0.0515	0.0486	0.0514	0.0497	0.0501	0.0497	0.0499	seq_39844_3688
0.0508	0.0484	0.0493	0.0498	0.0509	0.052	0.0499	0.0506	0.0489	0.0479	0.0487	0.0525	0.0497	0.0503	0.0514	0.051	0.0503	0.051	0.0491	0.0475	seq_39844_3689
0.0508	0.0508	0.0502	0.0487	0.0509	0.0514	0.0486	0.049	0.0504	0.0511	0.05	0.0531	0.0487	0.0485	0.0478	0.0506	0.0511	0.0502	0.0486	0.0495	seq_39844_3692
0.0506	0.0509	0.0491	0.0491	0.0497	0.0508	0.0508	0.0481	0.0492	0.049	0.051	0.0538	0.05	0.0495	0.0483	0.0513	0.0507	0.0482	0.0494	0.0502	seq_39844_3691
0.0514	0.0498	0.0506	0.0496	0.0499	0.0494	0.0498	0.05	0.0498	0.0499	0.0493	0.0503	0.0513	0.0499	0.0499	0.0502	0.0496	0.0503	0.0499	0.0493	seq_39844_3695
0.0523	0.0479	0.0514	0.0484	0.05	0.0493	0.0514	0.0486	0.0508	0.0488	0.0507	0.0476	0.0496	0.0521	0.0496	0.0515	0.05	0.0501	0.0484	0.0516	seq_39844_3694
0.0517	0.05	0.0483	0.0492	0.05	0.0505	0.0497	0.0499	0.0501	0.0495	0.0503	0.0505	0.0495	0.0503	0.0515	0.0504	0.0495	0.05	0.0489	0.0501	seq_39844_3696
0.0525	0.0502	0.0506	0.0496	0.0494	0.0482	0.0499	0.0491	0.0501	0.0489	0.05	0.0512	0.0489	0.0506	0.0519	0.0504	0.0498	0.0491	0.0492	0.0505	seq_39844_3697
0.0514	0.0492	0.0493	0.0507	0.0499	0.0495	0.0492	0.0494	0.0496	0.05	0.0498	0.0514	0.05	0.0517	0.0509	0.0495	0.05	0.049	0.0502	0.0496	seq_39844_3693
0.0513	0.0505	0.0494	0.0489	0.0506	0.05	0.0487	0.0499	0.0486	0.0498	0.0504	0.0541	0.0485	0.0503	0.0486	0.051	0.0498	0.051	0.0495	0.0492	seq_39844_3700
0.049	0.0501	0.0486	0.0499	0.0487	0.0499	0.05	0.0506	0.051	0.0503	0.0501	0.0519	0.0497	0.0509	0.0483	0.0499	0.0508	0.0504	0.0502	0.0498	seq_39844_3699
0.0503	0.0496	0.0498	0.0505	0.0501	0.0489	0.0504	0.0497	0.0495	0.0501	0.05	0.0537	0.0512	0.0491	0.0471	0.0514	0.0504	0.0488	0.049	0.0504	seq_39844_3701
0.0492	0.0509	0.0492	0.0498	0.0501	0.0504	0.0494	0.0482	0.051	0.0511	0.0488	0.0533	0.0493	0.05	0.0488	0.0503	0.0507	0.049	0.0499	0.0507	seq_39844_3702
0.0518	0.0497	0.0507	0.0495	0.0495	0.05	0.0496	0.0498	0.0491	0.0494	0.0503	0.0498	0.0498	0.052	0.0518	0.0494	0.0496	0.0488	0.0493	0.0497	seq_39844_3698
0.0507	0.0484	0.0495	0.0516	0.0491	0.0489	0.0497	0.0501	0.0506	0.0493	0.0501	0.0535	0.0509	0.0496	0.0485	0.0498	0.0506	0.0495	0.0493	0.0501	seq_39844_3704
0.0517	0.0479	0.0496	0.0499	0.051	0.0501	0.0503	0.0503	0.0495	0.049	0.05	0.0505	0.0487	0.0491	0.0508	0.052	0.0509	0.0495	0.0493	0.0499	seq_39844_3703
0.051	0.0493	0.0506	0.0502	0.0493	0.0498	0.0496	0.0497	0.0503	0.0502	0.0494	0.0542	0.0499	0.0494	0.048	0.0501	0.0502	0.0481	0.0499	0.0509	seq_39844_3705
0.0517	0.0522	0.0482	0.0498	0.0495	0.0492	0.0494	0.0476	0.051	0.0488	0.0502	0.05	0.0491	0.0527	0.05	0.0499	0.0513	0.0501	0.0497	0.0495	seq_39844_3707
0.0495	0.0507	0.0489	0.0489	0.0514	0.0501	0.0498	0.0497	0.0516	0.0504	0.05	0.0516	0.0505	0.0496	0.0473	0.0515	0.0501	0.0474	0.0492	0.0518	seq_39844_3706
0.051	0.0486	0.0496	0.0513	0.0509	0.0513	0.0488	0.0507	0.0505	0.0488	0.0479	0.052	0.0494	0.0502	0.0521	0.0511	0.0497	0.0498	0.0486	0.0478	seq_39844_3709
0.0504	0.0503	0.0503	0.0494	0.0494	0.0486	0.0495	0.0498	0.0504	0.0502	0.0493	0.05	0.0493	0.0513	0.0512	0.0502	0.0498	0.0502	0.05	0.0505	seq_39844_3708
0.0512	0.0504	0.0499	0.0492	0.0499	0.0508	0.0493	0.0498	0.0502	0.0499	0.0498	0.0527	0.0499	0.0481	0.0478	0.0518	0.0508	0.0501	0.048	0.0503	seq_39844_3711
0.0507	0.0503	0.0505	0.0491	0.0504	0.0502	0.0496	0.0498	0.0489	0.049	0.0509	0.0521	0.0487	0.0491	0.0493	0.0511	0.0507	0.0488	0.0509	0.05	seq_39844_3710
0.0511	0.0498	0.0499	0.0521	0.0496	0.0503	0.049	0.0493	0.0504	0.0495	0.0518	0.0466	0.049	0.0527	0.0486	0.0512	0.0501	0.0498	0.0492	0.0501	seq_39844_3714
0.0499	0.0492	0.0495	0.05	0.0498	0.0492	0.0502	0.0498	0.0506	0.0503	0.0498	0.0515	0.0498	0.0504	0.0497	0.0503	0.0503	0.0492	0.0507	0.0499	seq_39844_3715
0.0514	0.0494	0.0489	0.0498	0.0509	0.0494	0.05	0.0492	0.0502	0.0502	0.0512	0.0505	0.0492	0.0501	0.0498	0.0502	0.0501	0.0497	0.0498	0.0497	seq_39844_3713
0.0495	0.0494	0.0496	0.049	0.0498	0.049	0.0506	0.0501	0.0504	0.0505	0.0504	0.0501	0.0505	0.0491	0.0506	0.0505	0.0496	0.0502	0.0509	0.0501	seq_39844_3716
0.0515	0.05	0.0482	0.0491	0.0489	0.049	0.0511	0.0479	0.0497	0.0487	0.0484	0.0493	0.0504	0.0532	0.051	0.0503	0.0507	0.0517	0.0509	0.0501	seq_39844_3717
0.0512	0.0495	0.0505	0.0495	0.0499	0.0502	0.0494	0.0501	0.0489	0.0502	0.05	0.0496	0.0496	0.0522	0.0523	0.0494	0.0497	0.049	0.0485	0.0503	seq_39844_3712
0.0507	0.05	0.0506	0.0502	0.0494	0.0504	0.0496	0.0498	0.0504	0.0498	0.0492	0.0504	0.0502	0.0496	0.0501	0.0491	0.0506	0.0504	0.0499	0.0495	seq_39844_3722
0.0527	0.049	0.0505	0.0503	0.0509	0.0492	0.0496	0.05	0.0494	0.0504	0.0499	0.05	0.0486	0.0489	0.0515	0.0497	0.0505	0.0492	0.0504	0.0493	seq_39844_3721
0.0515	0.0496	0.0495	0.0502	0.0502	0.0494	0.0506	0.0509	0.0491	0.0503	0.0499	0.049	0.0491	0.0505	0.0523	0.0492	0.0499	0.0492	0.0499	0.0497	seq_39844_3720
0.0519	0.0463	0.0487	0.0477	0.0499	0.0508	0.0507	0.05	0.0525	0.0486	0.0495	0.0496	0.0489	0.0515	0.0509	0.053	0.052	0.0501	0.0467	0.0507	seq_39844_3724
0.0517	0.0498	0.0497	0.0487	0.0503	0.0498	0.0501	0.0496	0.0497	0.0508	0.0501	0.048	0.0503	0.0518	0.0516	0.0513	0.0492	0.0484	0.0492	0.0503	seq_39844_3723
0.0504	0.0485	0.0502	0.0504	0.051	0.0503	0.0492	0.0491	0.0504	0.0503	0.0491	0.0523	0.0507	0.0499	0.0484	0.0504	0.0513	0.0488	0.0485	0.0508	seq_39844_3718
0.0494	0.0501	0.0506	0.0488	0.0509	0.0502	0.05	0.0494	0.0515	0.0499	0.0492	0.0491	0.0511	0.0508	0.0493	0.0503	0.0487	0.051	0.0504	0.0492	seq_39844_3719
0.0517	0.0494	0.0504	0.0501	0.0483	0.0483	0.0494	0.0495	0.05	0.0495	0.0499	0.0513	0.0492	0.0511	0.0501	0.0517	0.0503	0.0498	0.0507	0.0492	seq_39844_3728
0.0519	0.0491	0.0491	0.0503	0.0504	0.0498	0.0502	0.0493	0.0508	0.0505	0.0503	0.0546	0.0482	0.0488	0.0492	0.0506	0.0503	0.0481	0.0493	0.0492	seq_39844_3726
0.0514	0.0498	0.0493	0.0496	0.0504	0.05	0.0477	0.0494	0.0497	0.0505	0.0507	0.0492	0.0494	0.051	0.0504	0.05	0.0507	0.0497	0.0508	0.0502	seq_39844_3727
0.0513	0.0511	0.05	0.05	0.0502	0.0503	0.0498	0.0498	0.05	0.0493	0.0497	0.0514	0.0497	0.0497	0.0496	0.0515	0.0504	0.0475	0.049	0.0498	seq_39844_3725
0.0503	0.0498	0.0493	0.0504	0.0498	0.0496	0.0508	0.0488	0.0497	0.0494	0.0493	0.0505	0.0496	0.0511	0.0499	0.0509	0.0505	0.0506	0.0496	0.0498	seq_39844_3729
0.0522	0.0509	0.0495	0.0505	0.0499	0.0501	0.0489	0.0494	0.0492	0.0502	0.0507	0.0481	0.0497	0.0509	0.0501	0.0509	0.0505	0.0502	0.049	0.0489	seq_39844_3730
0.0518	0.0501	0.0499	0.0503	0.0499	0.0499	0.0487	0.0497	0.0496	0.0499	0.0501	0.0481	0.0501	0.0515	0.0503	0.0511	0.0504	0.0498	0.0495	0.0494	seq_39844_3731
0.0517	0.0479	0.0496	0.0492	0.0508	0.0499	0.0503	0.0483	0.0501	0.0493	0.0511	0.0485	0.0504	0.0523	0.0505	0.0501	0.0506	0.05	0.0501	0.0495	seq_39844_3734
0.0507	0.0496	0.0497	0.0498	0.0507	0.0498	0.0493	0.0488	0.0503	0.0491	0.0491	0.0507	0.0513	0.0498	0.051	0.0496	0.0504	0.0502	0.0497	0.0502	seq_39844_3735
0.0519	0.0493	0.049	0.0495	0.0502	0.0498	0.0498	0.0484	0.0499	0.0501	0.0497	0.0542	0.049	0.0497	0.0488	0.0501	0.0504	0.0505	0.0495	0.05	seq_39844_3737
0.0508	0.0502	0.0498	0.0499	0.0496	0.0512	0.0488	0.0492	0.05	0.0499	0.0483	0.0549	0.0502	0.049	0.0471	0.0505	0.052	0.0488	0.0498	0.05	seq_39844_3738
0.0506	0.0506	0.0506	0.0501	0.0503	0.05	0.0509	0.0489	0.0509	0.0499	0.0503	0.0497	0.0497	0.05	0.049	0.0498	0.0496	0.05	0.0506	0.0484	seq_39844_3739
0.0505	0.049	0.05	0.0488	0.0511	0.0495	0.0509	0.0499	0.0497	0.0489	0.05	0.0503	0.0497	0.0503	0.0491	0.0511	0.0501	0.0514	0.0497	0.0499	seq_39844_3733
0.0505	0.0502	0.0506	0.0489	0.0488	0.0486	0.0488	0.048	0.0493	0.0506	0.0492	0.0489	0.0492	0.0526	0.0515	0.0516	0.0512	0.0511	0.0506	0.05	seq_39844_3732
0.0509	0.0498	0.0488	0.0495	0.0496	0.0494	0.0504	0.0503	0.0504	0.0484	0.0497	0.0499	0.05	0.0504	0.0508	0.0506	0.0497	0.0506	0.0494	0.0513	seq_39844_3736
0.0534	0.051	0.0456	0.0515	0.0502	0.0498	0.0478	0.051	0.0514	0.0496	0.0496	0.0505	0.0507	0.0505	0.0475	0.0516	0.0519	0.0476	0.0489	0.0497	seq_39844_3740
0.0514	0.0501	0.0515	0.0502	0.0496	0.0497	0.0501	0.0504	0.0502	0.0495	0.0491	0.0503	0.0503	0.05	0.0511	0.0495	0.0497	0.0494	0.0493	0.0486	seq_39844_3743
0.0507	0.0492	0.0503	0.0495	0.0494	0.0503	0.0485	0.0502	0.0493	0.0499	0.0506	0.0505	0.0494	0.0511	0.0513	0.0498	0.0507	0.0497	0.05	0.0493	seq_39844_3742
0.052	0.0489	0.0505	0.049	0.0496	0.05	0.0496	0.0499	0.0502	0.0498	0.05	0.0541	0.0491	0.0501	0.0483	0.0503	0.0504	0.0494	0.0488	0.0501	seq_39844_3741
0.0496	0.0504	0.0496	0.0499	0.0509	0.0499	0.0504	0.0483	0.0501	0.0488	0.0503	0.0507	0.0485	0.0506	0.0515	0.0515	0.0519	0.0493	0.0495	0.0483	seq_39844_3744
0.0517	0.0492	0.0493	0.0513	0.0488	0.0505	0.0505	0.0488	0.0506	0.0496	0.0489	0.0507	0.0504	0.0501	0.049	0.0508	0.0492	0.0503	0.05	0.0503	seq_39844_3745
0.0509	0.0505	0.0497	0.0504	0.0496	0.0503	0.05	0.0493	0.0498	0.0496	0.0491	0.0522	0.05	0.0484	0.0474	0.0517	0.0507	0.0495	0.0506	0.0501	seq_39844_3746
0.0515	0.0501	0.0497	0.0486	0.0504	0.0486	0.0498	0.0501	0.0501	0.0504	0.0491	0.0552	0.0489	0.0492	0.049	0.0507	0.0505	0.0503	0.0483	0.0494	seq_39844_3748
0.0509	0.0501	0.0495	0.0495	0.0493	0.0487	0.0493	0.0498	0.0508	0.0509	0.0508	0.0521	0.0497	0.0494	0.0493	0.0503	0.0506	0.0491	0.0498	0.0501	seq_39844_3747
0.0525	0.0509	0.0506	0.0491	0.0496	0.0491	0.0494	0.0512	0.0506	0.0496	0.048	0.0505	0.0483	0.0536	0.0518	0.0482	0.0504	0.0464	0.0494	0.0509	seq_39844_3749
0.0496	0.0495	0.0496	0.0493	0.0495	0.0493	0.0501	0.0501	0.0484	0.0497	0.0507	0.0508	0.0512	0.0495	0.0503	0.0515	0.0515	0.0506	0.0496	0.0491	seq_39844_3750
0.0509	0.0504	0.0494	0.0494	0.0498	0.0507	0.0495	0.0494	0.048	0.05	0.0494	0.0501	0.0501	0.0524	0.0517	0.0501	0.0493	0.0495	0.0504	0.0494	seq_39844_3751
0.0515	0.0499	0.0501	0.0482	0.0509	0.0502	0.0496	0.0497	0.0506	0.0504	0.0497	0.0519	0.0505	0.0492	0.0477	0.0512	0.0514	0.0481	0.049	0.0503	seq_39844_3753
0.0513	0.0502	0.0488	0.0495	0.0495	0.049	0.0496	0.0501	0.0498	0.0483	0.0511	0.0504	0.051	0.0502	0.0519	0.0507	0.0508	0.0491	0.0493	0.0494	seq_39844_3752
0.0521	0.0507	0.0498	0.0503	0.0492	0.05	0.0489	0.0495	0.0494	0.0499	0.0507	0.0482	0.0495	0.0513	0.0506	0.0506	0.0506	0.0505	0.0493	0.0491	seq_39844_3754
0.0518	0.0501	0.0511	0.0495	0.0491	0.0498	0.0497	0.0501	0.0486	0.0496	0.0508	0.0496	0.049	0.0505	0.051	0.0496	0.0503	0.05	0.0494	0.0503	seq_39844_3755
0.0506	0.0506	0.0498	0.0486	0.0506	0.0496	0.0477	0.0513	0.0512	0.0495	0.0482	0.0533	0.0499	0.0488	0.0489	0.05	0.051	0.0506	0.0492	0.0506	seq_39844_3757
0.053	0.0514	0.0488	0.0499	0.0511	0.0488	0.0488	0.0494	0.0504	0.0488	0.0503	0.0541	0.0495	0.0487	0.048	0.051	0.0509	0.0473	0.0495	0.0502	seq_39844_3758
0.0515	0.0506	0.0496	0.05	0.0498	0.05	0.049	0.0498	0.0486	0.049	0.0499	0.0503	0.05	0.0508	0.0525	0.0497	0.0506	0.0496	0.05	0.0489	seq_39844_3760
0.0505	0.0499	0.0497	0.0493	0.0494	0.0505	0.0496	0.0497	0.0496	0.0494	0.051	0.051	0.0505	0.0504	0.0499	0.0506	0.0504	0.0496	0.0494	0.0496	seq_39844_3759
0.0513	0.0507	0.0497	0.0496	0.0492	0.0508	0.0498	0.0497	0.0485	0.0487	0.0499	0.0503	0.0501	0.0508	0.0521	0.0502	0.0499	0.0495	0.0502	0.049	seq_39844_3756
0.0507	0.0509	0.0497	0.0499	0.0514	0.0493	0.0498	0.0494	0.0507	0.0493	0.05	0.0519	0.0508	0.0496	0.0479	0.0504	0.0508	0.0476	0.0496	0.0505	seq_39844_3764
0.0515	0.05	0.049	0.0509	0.0505	0.0494	0.0492	0.0495	0.0505	0.05	0.0496	0.0512	0.0493	0.0492	0.0498	0.0514	0.0498	0.0488	0.0498	0.0506	seq_39844_3761
0.0514	0.0521	0.0494	0.0485	0.051	0.0497	0.0516	0.0507	0.0479	0.0533	0.0493	0.0508	0.0478	0.0478	0.0492	0.0497	0.0493	0.0506	0.0491	0.051	seq_39844_3762
0.0517	0.05	0.0483	0.0494	0.0503	0.0488	0.0489	0.0491	0.0489	0.0506	0.0512	0.0505	0.0494	0.0512	0.0511	0.0501	0.0499	0.0509	0.0497	0.0501	seq_39844_3763
0.0527	0.0492	0.0505	0.0504	0.0503	0.0494	0.0488	0.049	0.0491	0.0508	0.0503	0.0475	0.0504	0.0516	0.0502	0.051	0.0504	0.0491	0.0502	0.0492	seq_39844_3765
0.0505	0.0498	0.0493	0.049	0.0494	0.0511	0.0503	0.0491	0.05	0.0497	0.0498	0.0539	0.0503	0.0502	0.0475	0.0508	0.0507	0.0497	0.049	0.0498	seq_39844_3766
0.0514	0.0504	0.0489	0.0505	0.0514	0.0496	0.0518	0.0481	0.0494	0.0494	0.051	0.051	0.049	0.0497	0.0494	0.0504	0.0503	0.0494	0.0494	0.0495	seq_39844_3767
