atp_cost	c_content	length	n_content	prot_ID	s_content
21.231	4.462	2759	1.246	seq_15893_5328	0.044
22.823	4.886	2757	1.317	seq_15893_5330	0.013
22.836	4.86	2757	1.276	seq_15893_5331	0.008
21.823	4.671	2757	1.264	seq_15893_5333	0.012
22.65	4.945	2757	1.345	seq_15893_5332	0.018
22.798	4.851	2758	1.257	seq_15893_5334	0.005
22.748	4.89	2758	1.272	seq_15893_5335	0.005
22.541	4.852	2758	1.263	seq_15893_5336	0.004
22.983	4.924	2758	1.296	seq_15893_5337	0.009
23.121	4.993	2757	1.384	seq_15893_5340	0.019
22.35	4.794	2758	1.306	seq_15893_5338	0.015
22.674	4.819	2757	1.277	seq_15893_5339	0.008
22.53	4.889	2757	1.276	seq_15893_5342	0.007
21.577	4.637	2757	1.183	seq_15893_5343	0.029
22.726	4.828	2757	1.264	seq_15893_5341	0.005
23.395	4.886	2757	1.329	seq_15893_5344	0.059
22.501	4.839	2757	1.269	seq_15893_5345	0.004
23.011	4.975	2757	1.314	seq_15893_5347	0.009
23.393	4.965	2756	1.334	seq_15893_5346	0.019
23.693	5.026	2756	1.371	seq_15893_5348	0.035
22.599	4.824	2756	1.273	seq_15893_5349	0.007
23.076	4.802	2755	1.306	seq_15893_5350	0.021
22.74	4.824	2755	1.268	seq_15893_5351	0.011
23.333	4.911	2756	1.264	seq_15893_5352	0.024
22.795	4.857	2754	1.281	seq_15893_5354	0.008
22.606	4.837	2754	1.269	seq_15893_5355	0.008
21.732	4.732	2755	1.204	seq_15893_5356	0.013
22.659	4.942	2755	1.346	seq_15893_5353	0.018
22.631	4.804	2753	1.275	seq_15893_5357	0.024
23.599	4.918	2753	1.3	seq_15893_5358	0.014
22.486	4.906	2753	1.37	seq_15893_5360	0.021
19.816	4.387	2754	1.156	seq_15893_5359	0.005
22.514	4.803	2753	1.277	seq_15893_5361	0.012
22.7	4.912	2753	1.366	seq_15893_5363	0.02
23.669	4.952	2754	1.251	seq_15893_5362	0.027
23.192	4.898	2753	1.259	seq_15893_5365	0.023
25.267	5.236	2752	1.337	seq_15893_5366	0.031
22.211	4.794	2752	1.277	seq_15893_5364	0.013
22.002	4.694	2753	1.218	seq_15893_5367	0.022
22.334	4.81	2752	1.278	seq_15893_5368	0.015
22.495	4.924	2752	1.366	seq_15893_5369	0.017
23.245	5.013	2752	1.309	seq_15893_5371	0.028
22.193	4.719	2752	1.229	seq_15893_5370	0.019
23.871	5.047	2752	1.398	seq_15893_5373	0.021
21.709	4.713	2752	1.213	seq_15893_5372	0.012
23.367	5.036	2751	1.33	seq_15893_5375	0.017
22.189	4.89	2753	1.355	seq_15893_5374	0.019
22.225	4.801	2751	1.276	seq_15893_5376	0.013
22.515	4.941	2751	1.363	seq_15893_5377	0.028
21.634	4.77	2752	1.261	seq_15893_5378	0.008
22.212	4.802	2751	1.278	seq_15893_5379	0.007
20.94	4.614	2752	1.205	seq_15893_5380	0.008
21.768	4.754	2751	1.312	seq_15893_5381	0.007
23.278	4.973	2750	1.411	seq_15893_5382	0.029
25.448	5.377	2751	1.318	seq_15893_5383	0.006
22.235	4.802	2750	1.278	seq_15893_5384	0.008
22.629	4.81	2750	1.214	seq_15893_5386	0.015
23.018	4.914	2751	1.264	seq_15893_5385	0.005
22.721	4.837	2751	1.252	seq_15893_5387	0.007
22.796	4.837	2750	1.281	seq_15893_5389	0.013
21.956	4.667	2750	1.237	seq_15893_5388	0.024
22.204	4.795	2751	1.248	seq_15893_5390	0.008
23.12	4.823	2749	1.309	seq_15893_5393	0.054
24.866	5.084	2749	1.39	seq_15893_5394	0.041
23.23	5.011	2749	1.363	seq_15893_5395	0.028
21.242	4.636	2750	1.248	seq_15893_5392	0.036
23.145	4.984	2750	1.361	seq_15893_5396	0.028
23.152	4.934	2751	1.272	seq_15893_5391	0.011
23.112	5.04	2749	1.403	seq_15893_5397	0.016
21.933	4.83	2749	1.348	seq_15893_5398	0.017
24.046	5.1	2749	1.399	seq_15893_5399	0.029
22.804	4.937	2748	1.33	seq_15893_5400	0.021
22.287	4.819	2748	1.263	seq_15893_5401	0.008
23.015	5.018	2748	1.404	seq_15893_5403	0.019
17.149	3.778	2748	1.133	seq_15893_5405	0.008
20.04	4.265	2748	1.275	seq_15893_5402	0.034
23.018	4.87	2749	1.266	seq_15893_5404	0.009
22.593	4.886	2748	1.259	seq_15893_5406	0.025
21.843	4.697	2748	1.273	seq_15893_5407	0.008
22.178	4.784	2747	1.291	seq_15893_5408	0.011
22.068	4.759	2748	1.23	seq_15893_5409	0.02
22.57	4.828	2747	1.274	seq_15893_5410	0.011
21.216	4.845	2747	1.534	seq_15893_5411	0.041
23.212	4.849	2747	1.226	seq_15893_5412	0.039
23.68	4.931	2746	1.313	seq_15893_5413	0.038
22.894	4.941	2747	1.364	seq_15893_5414	0.024
22.344	4.786	2746	1.283	seq_15893_5415	0.009
20.526	4.488	2747	1.231	seq_15893_5416	0.016
22.105	4.702	2746	1.236	seq_15893_5417	0.029
22.976	4.966	2746	1.315	seq_15893_5418	0.02
22.794	4.843	2746	1.269	seq_15893_5419	0.01
23.873	5.024	2745	1.378	seq_15893_5421	0.032
22.365	4.862	2745	1.332	seq_15893_5422	0.021
22.5	4.948	2746	1.385	seq_15893_5420	0.021
21.573	4.615	2746	1.157	seq_15893_5423	0.076
22.978	4.97	2745	1.367	seq_15893_5424	0.015
20.656	4.481	2744	1.229	seq_15893_5426	0.007
22.331	4.835	2746	1.251	seq_15893_5425	0.016
25.107	5.132	2744	1.26	seq_15893_5427	0.036
22.674	4.83	2745	1.262	seq_15893_5429	0.008
21.984	4.715	2744	1.264	seq_15893_5430	0.02
24.176	5.103	2744	1.409	seq_15893_5428	0.032
20.143	4.292	2744	1.179	seq_15893_5431	0.004
22.698	4.81	2743	1.229	seq_15893_5432	0.031
20.731	4.442	2743	1.233	seq_15893_5434	0.008
22.578	4.818	2743	1.255	seq_15893_5433	0.012
22.573	4.825	2743	1.382	seq_15893_5435	0.031
22.224	4.798	2743	1.269	seq_15893_5436	0.013
20.883	4.61	2743	1.211	seq_15893_5437	0.008
22.446	4.908	2742	1.29	seq_15893_5439	0.013
21.686	4.659	2743	1.161	seq_15893_5438	0.026
22.976	4.959	2742	1.369	seq_15893_5440	0.023
22.566	4.757	2742	1.273	seq_15893_5441	0.031
23.276	4.937	2743	1.369	seq_15893_5442	0.048
22.025	4.662	2743	1.243	seq_15893_5443	0.032
22.565	4.802	2742	1.274	seq_15893_5444	0.012
23.37	5.001	2742	1.369	seq_15893_5445	0.024
23.112	4.854	2742	1.288	seq_15893_5446	0.036
23.253	4.976	2742	1.386	seq_15893_5448	0.032
22.24	4.758	2742	1.237	seq_15893_5449	0.018
19.504	4.272	2742	1.236	seq_15893_5450	0.005
22.321	4.71	2741	1.239	seq_15893_5451	0.026
22.568	4.804	2742	1.269	seq_15893_5447	0.011
23.628	4.985	2741	1.382	seq_15893_5452	0.029
21.769	4.784	2742	1.354	seq_15893_5454	0.021
22.857	4.885	2741	1.406	seq_15893_5455	0.03
22.261	4.806	2741	1.274	seq_15893_5453	0.008
21.92	4.708	2741	1.296	seq_15893_5456	0.03
21.739	4.655	2741	1.162	seq_15893_5457	0.027
21.406	4.661	2741	1.256	seq_15893_5458	0.039
20.482	4.437	2741	1.171	seq_15893_5459	0.018
22.512	4.916	2740	1.375	seq_15893_5460	0.026
24.138	5.131	2741	1.405	seq_15893_5462	0.015
23.233	4.946	2740	1.322	seq_15893_5461	0.024
23.616	5.019	2741	1.396	seq_15893_5463	0.024
22.649	4.83	2740	1.27	seq_15893_5464	0.01
22.695	4.733	2740	1.329	seq_15893_5465	0.028
23.189	4.924	2740	1.409	seq_15893_5466	0.024
19.896	4.403	2740	1.13	seq_15893_5467	0.014
22.36	4.822	2739	1.269	seq_15893_5468	0.008
22.957	4.806	2739	1.318	seq_15893_5469	0.028
22.33	4.733	2739	1.231	seq_15893_5470	0.02
22.595	4.83	2740	1.261	seq_15893_5472	0.006
22.133	4.732	2739	1.237	seq_15893_5473	0.008
22.693	4.881	2739	1.39	seq_15893_5474	0.033
23.097	4.867	2740	1.28	seq_15893_5471	0.019
22.07	4.849	2739	1.405	seq_15893_5475	0.02
23.404	5.053	2738	1.39	seq_15893_5476	0.022
22.841	4.948	2739	1.343	seq_15893_5477	0.026
23.531	5.062	2739	1.41	seq_15893_5478	0.03
21.652	4.624	2738	1.134	seq_15893_5479	0.061
22.266	4.785	2738	1.385	seq_15893_5480	0.022
22.655	4.698	2737	1.361	seq_15893_5481	0.048
20.015	4.221	2738	1.248	seq_15893_5482	0.038
23.682	5.079	2737	1.387	seq_15893_5484	0.019
23.724	5.044	2738	1.37	seq_15893_5483	0.024
21.101	4.5	2738	1.245	seq_15893_5485	0.014
22.706	4.833	2737	1.28	seq_15893_5486	0.009
22.269	4.725	2737	1.225	seq_15893_5487	0.02
23.232	4.903	2737	1.299	seq_15893_5488	0.025
20.643	4.591	2737	1.195	seq_15893_5489	0.005
22.264	4.797	2736	1.269	seq_15893_5491	0.015
22.504	4.792	2736	1.28	seq_15893_5490	0.009
21.505	4.6	2736	1.258	seq_15893_5492	0.01
22.528	4.817	2737	1.266	seq_15893_5493	0.004
22.444	4.783	2736	1.274	seq_15893_5494	0.008
23.339	5.032	2736	1.36	seq_15893_5496	0.017
21.602	4.671	2736	1.348	seq_15893_5495	0.028
23.772	5.049	2737	1.288	seq_15893_5497	0.008
22.829	4.75	2735	1.34	seq_15893_5498	0.025
22.346	4.82	2735	1.275	seq_15893_5500	0.008
22.577	4.773	2735	1.266	seq_15893_5499	0.018
22.134	4.765	2736	1.373	seq_15893_5501	0.033
22.017	4.817	2735	1.314	seq_15893_5502	0.011
22.331	4.756	2734	1.183	seq_15893_5503	0.031
22.563	4.811	2734	1.272	seq_15893_5504	0.008
23.974	5.041	2734	1.374	seq_15893_5505	0.031
22.975	4.982	2734	1.335	seq_15893_5506	0.029
22.089	4.764	2734	1.278	seq_15893_5509	0.013
22.157	4.798	2734	1.271	seq_15893_5507	0.005
22.381	4.851	2733	1.264	seq_15893_5510	0.007
21.705	4.674	2734	1.399	seq_15893_5511	0.044
22.56	4.809	2733	1.272	seq_15893_5512	0.008
22.309	4.817	2733	1.278	seq_15893_5508	0.008
22.758	4.844	2733	1.266	seq_15893_5513	0.01
22.212	4.691	2734	1.284	seq_15893_5514	0.018
22.53	4.804	2733	1.286	seq_15893_5515	0.008
24.078	5.078	2733	1.391	seq_15893_5517	0.031
21.374	4.672	2733	1.317	seq_15893_5518	0.031
22.555	4.948	2733	1.369	seq_15893_5519	0.018
21.997	4.57	2733	1.275	seq_15893_5516	0.017
19.73	4.255	2732	1.176	seq_15893_5521	0.014
23.27	5.03	2733	1.387	seq_15893_5520	0.014
22.505	4.931	2732	1.39	seq_15893_5522	0.022
22.176	4.779	2732	1.287	seq_15893_5523	0.014
23.444	4.839	2733	1.422	seq_15893_5524	0.064
20.949	4.721	2733	1.263	seq_15893_5525	0.008
22.13	4.796	2732	1.272	seq_15893_5526	0.006
22.289	4.8	2732	1.389	seq_15893_5528	0.027
22.539	4.777	2732	1.308	seq_15893_5527	0.057
23.239	4.99	2731	1.363	seq_15893_5530	0.025
23.176	4.937	2731	1.256	seq_15893_5529	0.022
23.197	4.978	2731	1.317	seq_15893_5531	0.015
20.237	4.459	2731	1.174	seq_15893_5532	0.023
22.604	4.812	2731	1.265	seq_15893_5533	0.011
24.183	5.097	2732	1.424	seq_15893_5534	0.032
21.773	4.706	2731	1.349	seq_15893_5535	0.018
22.132	4.728	2731	1.241	seq_15893_5537	0.005
21.676	4.779	2731	1.368	seq_15893_5536	0.028
22.967	4.858	2731	1.302	seq_15893_5538	0.054
22.209	4.745	2731	1.267	seq_15893_5540	0.01
22.694	4.817	2731	1.254	seq_15893_5539	0.02
25.156	5.379	2729	1.325	seq_15893_5541	0.008
22.04	4.704	2730	1.25	seq_15893_5542	0.008
22.354	4.816	2730	1.24	seq_15893_5543	0.006
22.066	4.762	2730	1.282	seq_15893_5544	0.013
22.576	4.798	2729	1.265	seq_15893_5545	0.011
22.669	4.817	2728	1.275	seq_15893_5547	0.007
22.446	4.823	2729	1.391	seq_15893_5548	0.023
22.683	4.828	2729	1.259	seq_15893_5546	0.007
23.391	5.005	2728	1.368	seq_15893_5549	0.019
22.857	4.833	2728	1.28	seq_15893_5550	0.027
22.141	4.623	2729	1.231	seq_15893_5551	0.02
22.876	4.87	2729	1.273	seq_15893_5552	0.008
23.492	4.912	2728	1.285	seq_15893_5553	0.045
23.143	5.052	2727	1.365	seq_15893_5555	0.021
22.485	4.721	2728	1.254	seq_15893_5554	0.045
22.617	4.901	2727	1.382	seq_15893_5557	0.02
23.552	4.966	2727	1.275	seq_15893_5558	0.022
23.308	4.927	2727	1.287	seq_15893_5559	0.02
22.577	4.798	2727	1.261	seq_15893_5556	0.01
22.664	4.798	2728	1.254	seq_15893_5560	0.016
23.53	4.92	2727	1.336	seq_15893_5561	0.017
22.579	4.798	2727	1.26	seq_15893_5562	0.01
22.246	4.636	2728	1.243	seq_15893_5563	0.033
22.352	4.802	2727	1.268	seq_15893_5564	0.016
22.315	4.735	2726	1.295	seq_15893_5565	0.021
21.285	4.591	2726	1.311	seq_15893_5566	0.026
22.966	4.858	2726	1.3	seq_15893_5567	0.017
22.395	4.72	2726	1.225	seq_15893_5568	0.018
22.154	4.742	2727	1.239	seq_15893_5570	0.007
23.354	4.846	2726	1.288	seq_15893_5569	0.017
21.444	4.678	2726	1.206	seq_15893_5571	0.011
22.732	4.799	2727	1.317	seq_15893_5572	0.064
23.418	4.941	2726	1.331	seq_15893_5573	0.016
22.99	4.89	2726	1.28	seq_15893_5574	0.012
22.896	4.847	2727	1.266	seq_15893_5576	0.033
22.749	4.862	2726	1.402	seq_15893_5575	0.031
21.663	4.622	2727	1.249	seq_15893_5577	0.015
22.992	5.021	2725	1.355	seq_15893_5579	0.021
22.161	4.793	2725	1.27	seq_15893_5580	0.007
22.97	4.883	2725	1.282	seq_15893_5581	0.012
21.701	4.687	2726	1.211	seq_15893_5578	0.016
22.479	4.791	2725	1.264	seq_15893_5582	0.007
21.785	4.587	2726	1.204	seq_15893_5583	0.042
22.732	4.837	2725	1.282	seq_15893_5585	0.01
22.81	4.946	2725	1.359	seq_15893_5584	0.023
22.279	4.937	2725	1.563	seq_15893_5586	0.021
22.586	4.829	2725	1.262	seq_15893_5587	0.007
24.172	5.084	2724	1.415	seq_15893_5588	0.028
20.839	4.573	2724	1.261	seq_15893_5590	0.014
22.78	4.868	2725	1.289	seq_15893_5589	0.01
23.511	5.059	2724	1.377	seq_15893_5591	0.026
17.176	3.789	2724	1.142	seq_15893_5592	0.014
22.925	4.986	2723	1.346	seq_15893_5594	0.019
23.059	4.898	2724	1.28	seq_15893_5595	0.007
23.142	5.01	2723	1.376	seq_15893_5596	0.019
22.779	4.876	2724	1.267	seq_15893_5593	0.006
22.403	4.838	2724	1.266	seq_15893_5597	0.006
23.928	5.091	2722	1.372	seq_15893_5598	0.029
22.711	4.846	2722	1.279	seq_15893_5599	0.008
22.936	4.939	2722	1.393	seq_15893_5600	0.025
20.55	4.45	2722	1.16	seq_15893_5602	0.008
22.079	4.669	2723	1.243	seq_15893_5601	0.024
21.698	4.718	2722	1.323	seq_15893_5603	0.026
23.099	4.947	2721	1.361	seq_15893_5605	0.032
22.95	4.995	2722	1.343	seq_15893_5604	0.013
23.296	4.934	2721	1.341	seq_15893_5606	0.04
21.503	4.59	2722	1.291	seq_15893_5607	0.018
22.703	4.846	2721	1.262	seq_15893_5608	0.008
21.828	4.799	2721	1.393	seq_15893_5609	0.027
21.808	4.802	2722	1.361	seq_15893_5610	0.019
24.044	5.039	2721	1.3	seq_15893_5611	0.015
22.967	4.879	2721	1.292	seq_15893_5612	0.017
23.504	5.01	2721	1.377	seq_15893_5615	0.029
21.001	4.564	2721	1.339	seq_15893_5614	0.018
22.618	4.81	2721	1.268	seq_15893_5613	0.01
22.321	4.785	2720	1.268	seq_15893_5616	0.026
22.184	4.788	2720	1.269	seq_15893_5617	0.01
22.683	4.952	2720	1.383	seq_15893_5618	0.023
21.221	4.636	2720	1.256	seq_15893_5619	0.037
22.962	4.907	2720	1.356	seq_15893_5620	0.023
22.221	4.762	2720	1.365	seq_15893_5621	0.036
22.519	4.941	2719	1.368	seq_15893_5622	0.018
22.251	4.759	2719	1.275	seq_15893_5623	0.013
24.22	5.098	2720	1.409	seq_15893_5624	0.033
22.562	4.819	2719	1.285	seq_15893_5625	0.007
20.744	4.551	2719	1.358	seq_15893_5626	0.018
23.105	4.904	2719	1.282	seq_15893_5627	0.01
22.111	4.755	2718	1.293	seq_15893_5628	0.031
23.858	5.069	2719	1.299	seq_15893_5629	0.007
23.732	5.068	2718	1.382	seq_15893_5630	0.036
22.197	4.789	2717	1.268	seq_15893_5631	0.01
24.003	5.091	2717	1.294	seq_15893_5632	0.017
22.769	4.937	2717	1.386	seq_15893_5633	0.022
23.828	5.089	2717	1.381	seq_15893_5634	0.021
22.124	4.765	2717	1.233	seq_15893_5635	0.019
22.137	4.801	2717	1.268	seq_15893_5636	0.007
23.933	5.038	2717	1.392	seq_15893_5637	0.031
23.012	4.899	2717	1.285	seq_15893_5638	0.012
22.181	4.838	2717	1.391	seq_15893_5639	0.026
22.858	4.776	2717	1.343	seq_15893_5640	0.021
21.692	4.618	2717	1.256	seq_15893_5642	0.013
22.141	4.8	2717	1.27	seq_15893_5641	0.007
22.386	4.831	2717	1.218	seq_15893_5643	0.012
21.988	4.671	2718	1.281	seq_15893_5644	0.016
24.424	5.106	2717	1.388	seq_15893_5645	0.033
21.864	4.837	2717	1.395	seq_15893_5648	0.017
23.297	4.95	2716	1.399	seq_15893_5649	0.028
23.526	5.01	2717	1.431	seq_15893_5650	0.023
23.163	5.043	2716	1.368	seq_15893_5651	0.018
21.29	4.584	2717	1.296	seq_15893_5647	0.049
22.647	4.859	2718	1.268	seq_15893_5646	0.006
22.132	4.783	2716	1.269	seq_15893_5652	0.007
22.895	4.941	2716	1.364	seq_15893_5653	0.018
19.537	4.349	2716	1.193	seq_15893_5654	0.016
21.893	4.702	2715	1.336	seq_15893_5656	0.01
23.925	4.971	2715	1.371	seq_15893_5655	0.057
20.4	4.512	2715	1.196	seq_15893_5657	0.007
23.948	5.096	2715	1.34	seq_15893_5658	0.029
22.339	4.784	2714	1.26	seq_15893_5660	0.028
22.629	4.88	2714	1.269	seq_15893_5659	0.007
21.06	4.468	2715	1.193	seq_15893_5661	0.014
22.402	4.788	2714	1.251	seq_15893_5662	0.005
22.29	4.841	2714	1.299	seq_15893_5663	0.012
22.131	4.761	2714	1.26	seq_15893_5664	0.025
22.132	4.758	2714	1.265	seq_15893_5665	0.025
19.732	4.495	2714	1.124	seq_15893_5666	0.003
19.602	4.318	2714	1.129	seq_15893_5667	0.048
22.744	4.934	2713	1.414	seq_15893_5669	0.04
23.068	4.885	2713	1.233	seq_15893_5668	0.022
22.6	4.738	2713	1.288	seq_15893_5670	0.016
18.668	4.22	2713	1.167	seq_15893_5671	0.054
22.998	4.938	2713	1.367	seq_15893_5672	0.029
22.472	4.797	2713	1.255	seq_15893_5673	0.006
23.184	4.811	2713	1.306	seq_15893_5675	0.081
21.645	4.705	2713	1.244	seq_15893_5674	0.043
20.804	4.503	2712	1.206	seq_15893_5676	0.013
21.769	4.625	2712	1.319	seq_15893_5677	0.019
22.902	4.955	2712	1.388	seq_15893_5678	0.029
21.531	4.759	2712	1.315	seq_15893_5679	0.022
23.501	4.98	2711	1.361	seq_15893_5680	0.016
22.407	4.839	2712	1.27	seq_15893_5681	0.004
22.016	4.651	2711	1.215	seq_15893_5682	0.033
19.603	4.228	2711	1.161	seq_15893_5684	0.009
22.181	4.68	2711	1.259	seq_15893_5683	0.021
22.307	4.826	2710	1.379	seq_15893_5686	0.025
23.939	5.1	2710	1.363	seq_15893_5687	0.024
21.401	4.72	2710	1.335	seq_15893_5685	0.025
23.047	4.888	2710	1.275	seq_15893_5688	0.01
22.259	4.8	2709	1.275	seq_15893_5689	0.018
21.665	4.664	2709	1.38	seq_15893_5690	0.038
21.349	4.543	2709	1.243	seq_15893_5691	0.011
21.095	4.533	2709	1.122	seq_15893_5692	0.048
22.556	4.861	2709	1.393	seq_15893_5693	0.022
22.946	4.969	2708	1.352	seq_15893_5694	0.017
22.807	4.836	2709	1.256	seq_15893_5696	0.021
22.849	4.874	2708	1.266	seq_15893_5697	0.008
22.739	4.917	2708	1.371	seq_15893_5698	0.026
22.846	4.933	2708	1.361	seq_15893_5695	0.027
21.948	4.693	2708	1.317	seq_15893_5699	0.033
22.403	4.839	2708	1.275	seq_15893_5700	0.007
22.103	4.731	2709	1.217	seq_15893_5701	0.014
22.624	4.84	2708	1.239	seq_15893_5702	0.022
23.481	5.018	2707	1.359	seq_15893_5703	0.028
22.257	4.802	2707	1.271	seq_15893_5704	0.016
23.041	4.97	2707	1.378	seq_15893_5705	0.028
23.051	4.893	2708	1.266	seq_15893_5707	0.007
22.835	4.856	2708	1.274	seq_15893_5706	0.01
22.34	4.84	2707	1.282	seq_15893_5709	0.007
22.935	4.875	2708	1.257	seq_15893_5710	0.007
22.238	4.793	2707	1.284	seq_15893_5711	0.012
22.091	4.799	2707	1.26	seq_15893_5712	0.006
22.985	4.906	2708	1.272	seq_15893_5708	0.007
24.202	5.075	2707	1.317	seq_15893_5713	0.038
22.637	4.899	2707	1.312	seq_15893_5714	0.004
22.66	4.924	2707	1.352	seq_15893_5715	0.028
21.912	4.763	2707	1.352	seq_15893_5716	0.037
21.981	4.648	2706	1.201	seq_15893_5717	0.032
22.152	4.833	2706	1.388	seq_15893_5718	0.027
22.283	4.834	2706	1.273	seq_15893_5719	0.007
22.395	4.82	2706	1.274	seq_15893_5721	0.014
22.542	4.87	2706	1.283	seq_15893_5720	0.009
23.052	4.918	2707	1.388	seq_15893_5722	0.032
23.012	4.866	2707	1.274	seq_15893_5723	0.029
22.512	4.864	2706	1.283	seq_15893_5724	0.011
21.324	4.693	2706	1.242	seq_15893_5726	0.004
20.748	4.225	2706	1.302	seq_15893_5725	0.063
22.443	4.864	2705	1.281	seq_15893_5727	0.007
22.289	4.845	2705	1.286	seq_15893_5728	0.007
22.515	4.875	2705	1.272	seq_15893_5730	0.008
22.404	4.86	2705	1.276	seq_15893_5729	0.007
22.523	4.877	2705	1.279	seq_15893_5732	0.006
22.515	4.87	2705	1.274	seq_15893_5733	0.008
23.782	5.073	2705	1.261	seq_15893_5735	0.012
22.551	4.725	2705	1.241	seq_15893_5734	0.027
22.461	4.865	2705	1.278	seq_15893_5731	0.007
22.034	4.703	2705	1.186	seq_15893_5736	0.016
25.253	5.278	2705	1.349	seq_15893_5737	0.018
21.729	4.778	2704	1.214	seq_15893_5738	0.004
21.556	4.612	2705	1.261	seq_15893_5739	0.015
22.395	4.864	2704	1.277	seq_15893_5740	0.006
21.767	4.625	2704	1.224	seq_15893_5742	0.028
21.405	4.656	2704	1.263	seq_15893_5741	0.037
20.753	4.626	2703	1.389	seq_15893_5744	0.028
22.518	4.84	2704	1.251	seq_15893_5743	0.014
23.283	5.012	2703	1.363	seq_15893_5745	0.021
22.676	4.929	2704	1.366	seq_15893_5746	0.025
19.423	4.331	2703	1.141	seq_15893_5747	0.014
21.822	4.62	2703	1.249	seq_15893_5748	0.012
22.298	4.785	2703	1.26	seq_15893_5749	0.026
21.268	4.526	2703	1.219	seq_15893_5750	0.023
23.173	4.972	2703	1.42	seq_15893_5751	0.036
22.949	4.871	2703	1.365	seq_15893_5753	0.032
22.101	4.827	2704	1.376	seq_15893_5752	0.029
21.421	4.661	2703	1.265	seq_15893_5754	0.036
21.467	4.664	2703	1.265	seq_15893_5755	0.037
22.771	4.891	2702	1.263	seq_15893_5756	0.009
20.966	4.468	2703	1.248	seq_15893_5758	0.012
22.189	4.753	2702	1.321	seq_15893_5757	0.032
23.417	5.037	2702	1.362	seq_15893_5759	0.021
23.269	5.036	2701	1.368	seq_15893_5760	0.021
22.357	4.843	2701	1.273	seq_15893_5761	0.006
22.759	4.917	2702	1.378	seq_15893_5762	0.028
18.728	4.038	2702	1.204	seq_15893_5763	0.012
23.058	4.948	2701	1.328	seq_15893_5764	0.01
23.758	4.95	2701	1.364	seq_15893_5765	0.063
22.789	4.87	2702	1.275	seq_15893_5766	0.006
22.017	4.719	2701	1.326	seq_15893_5767	0.033
22.35	4.707	2702	1.282	seq_15893_5768	0.022
22.683	4.855	2701	1.298	seq_15893_5771	0.007
23.524	5.023	2700	1.314	seq_15893_5772	0.009
20.228	4.436	2701	1.176	seq_15893_5770	0.011
22.345	4.742	2700	1.303	seq_15893_5769	0.02
23.058	4.939	2701	1.257	seq_15893_5773	0.021
22.492	4.863	2699	1.362	seq_15893_5774	0.025
22.668	4.947	2700	1.355	seq_15893_5775	0.019
22.547	4.87	2699	1.28	seq_15893_5776	0.007
22.508	4.847	2700	1.261	seq_15893_5777	0.005
22.753	4.819	2699	1.3	seq_15893_5778	0.018
23.533	5.043	2698	1.384	seq_15893_5781	0.028
23.962	5.097	2698	1.41	seq_15893_5782	0.032
22.297	4.785	2699	1.216	seq_15893_5779	0.012
22.948	4.984	2698	1.351	seq_15893_5780	0.022
23.578	4.939	2698	1.333	seq_15893_5783	0.053
22.071	4.749	2699	1.379	seq_15893_5784	0.034
22.312	4.844	2698	1.267	seq_15893_5785	0.007
23.043	4.933	2699	1.321	seq_15893_5786	0.019
22.209	4.822	2698	1.264	seq_15893_5787	0.007
22.262	4.838	2698	1.271	seq_15893_5788	0.007
22.344	4.834	2698	1.259	seq_15893_5789	0.007
21.901	4.793	2698	1.268	seq_15893_5791	0.007
23.043	4.992	2698	1.358	seq_15893_5790	0.019
20.204	4.372	2698	1.103	seq_15893_5792	0.017
22.208	4.82	2697	1.27	seq_15893_5793	0.006
21.961	4.745	2697	1.314	seq_15893_5794	0.013
21.945	4.673	2698	1.252	seq_15893_5795	0.018
22.148	4.759	2696	1.266	seq_15893_5796	0.024
22.357	4.839	2696	1.262	seq_15893_5798	0.009
22.346	4.807	2696	1.28	seq_15893_5797	0.013
22.382	4.851	2695	1.27	seq_15893_5800	0.007
23.152	4.776	2696	1.252	seq_15893_5799	0.058
22.689	4.923	2696	1.404	seq_15893_5801	0.031
23.392	5.035	2695	1.349	seq_15893_5802	0.027
22.144	4.785	2695	1.277	seq_15893_5803	0.009
22.919	4.878	2695	1.287	seq_15893_5804	0.023
22.388	4.85	2695	1.274	seq_15893_5805	0.008
20.267	4.412	2695	1.173	seq_15893_5806	0.007
23.166	4.942	2695	1.255	seq_15893_5807	0.009
22.914	5.003	2695	1.374	seq_15893_5808	0.027
22.439	4.85	2695	1.265	seq_15893_5809	0.008
22.458	4.86	2695	1.276	seq_15893_5810	0.008
25.599	5.368	2696	1.362	seq_15893_5811	0.029
23.848	5.127	2695	1.313	seq_15893_5812	0.023
22.385	4.724	2695	1.241	seq_15893_5813	0.02
20.048	4.467	2695	1.205	seq_15893_5815	0.007
22.389	4.845	2695	1.265	seq_15893_5814	0.009
22.868	4.841	2694	1.291	seq_15893_5817	0.018
23.05	4.932	2694	1.369	seq_15893_5819	0.033
22.24	4.827	2694	1.275	seq_15893_5818	0.007
22.312	4.837	2694	1.317	seq_15893_5816	0.011
20.802	4.463	2695	1.218	seq_15893_5820	0.011
23.005	4.88	2695	1.277	seq_15893_5821	0.011
21.399	4.657	2694	1.264	seq_15893_5822	0.036
21.445	4.661	2694	1.264	seq_15893_5823	0.035
22.844	4.837	2693	1.299	seq_15893_5824	0.018
23.701	5.022	2694	1.353	seq_15893_5825	0.047
22.543	4.734	2694	1.229	seq_15893_5826	0.045
20.821	4.583	2693	1.177	seq_15893_5828	0.019
