atp_cost	c_content	length	n_content	prot_ID	s_content
23.03	4.871	2677	1.271	seq_39844_5952	0.033
23.603	4.938	2678	1.265	seq_39844_5954	0.04
22.89	4.868	2677	1.267	seq_39844_5956	0.01
22.934	4.886	2676	1.271	seq_39844_5957	0.032
22.909	4.883	2676	1.272	seq_39844_5958	0.032
22.976	4.869	2676	1.271	seq_39844_5960	0.009
22.991	4.868	2676	1.274	seq_39844_5959	0.031
23.339	4.981	2675	1.401	seq_39844_5961	0.028
22.248	4.748	2675	1.297	seq_39844_5962	0.011
23.116	5.005	2675	1.347	seq_39844_5963	0.025
23.605	4.966	2675	1.315	seq_39844_5964	0.03
21.272	4.408	2676	1.108	seq_39844_5965	0.056
23.19	4.951	2675	1.369	seq_39844_5967	0.025
22.897	4.869	2675	1.27	seq_39844_5966	0.031
19.894	4.546	2675	1.406	seq_39844_5968	0.02
22.812	4.874	2674	1.271	seq_39844_5969	0.029
22.436	4.854	2674	1.274	seq_39844_5970	0.009
21.448	4.577	2674	1.243	seq_39844_5971	0.033
18.565	4.139	2674	1.14	seq_39844_5972	0.003
23.171	5.027	2674	1.353	seq_39844_5973	0.024
23.122	4.907	2675	1.285	seq_39844_5974	0.009
23.574	5.134	2674	1.42	seq_39844_5975	0.026
24.002	5.079	2674	1.404	seq_39844_5976	0.035
22.721	4.871	2673	1.177	seq_39844_5977	0.019
22.825	4.868	2673	1.271	seq_39844_5979	0.031
24.197	5.097	2674	1.367	seq_39844_5978	0.049
22.794	4.95	2674	1.347	seq_39844_5980	0.021
22.787	4.88	2673	1.38	seq_39844_5981	0.036
23.728	5.025	2673	1.399	seq_39844_5983	0.03
22.978	4.821	2673	1.319	seq_39844_5982	0.024
23.334	4.927	2674	1.333	seq_39844_5985	0.017
22.916	4.876	2674	1.262	seq_39844_5984	0.007
22.86	4.867	2673	1.273	seq_39844_5986	0.031
22.818	4.865	2673	1.275	seq_39844_5987	0.031
23.1	4.932	2673	1.31	seq_39844_5988	0.005
22.934	4.884	2673	1.28	seq_39844_5989	0.032
24.609	5.156	2674	1.418	seq_39844_5990	0.026
22.812	4.865	2673	1.273	seq_39844_5991	0.03
22.163	4.774	2672	1.284	seq_39844_5992	0.014
20.328	4.509	2672	1.199	seq_39844_5993	0.009
22.121	4.757	2672	1.349	seq_39844_5994	0.031
22.918	4.882	2671	1.284	seq_39844_5996	0.03
20.968	4.553	2672	1.122	seq_39844_5995	0.025
23.017	5.001	2671	1.363	seq_39844_5997	0.019
22.955	4.891	2671	1.285	seq_39844_6000	0.03
22.705	4.894	2670	1.378	seq_39844_6001	0.03
23.026	5.007	2671	1.39	seq_39844_6002	0.021
21.594	4.625	2672	1.212	seq_39844_5999	0.022
22.941	4.884	2670	1.281	seq_39844_6003	0.031
23.091	4.913	2670	1.288	seq_39844_6004	0.031
24.114	5.072	2672	1.42	seq_39844_5998	0.04
22.412	4.75	2670	1.256	seq_39844_6005	0.023
23.548	5.067	2670	1.37	seq_39844_6006	0.019
20.833	4.62	2670	1.357	seq_39844_6007	0.016
22.767	4.888	2671	1.28	seq_39844_6008	0.005
21.194	4.561	2670	1.184	seq_39844_6011	0.034
22.441	4.836	2670	1.277	seq_39844_6010	0.026
21.834	4.783	2670	1.372	seq_39844_6012	0.03
22.509	4.796	2671	1.259	seq_39844_6009	0.01
22.817	4.888	2670	1.273	seq_39844_6013	0.01
20.153	4.399	2668	1.158	seq_39844_6014	0.017
22.211	4.788	2668	1.273	seq_39844_6015	0.008
23.003	4.946	2668	1.439	seq_39844_6016	0.031
22.402	4.785	2668	1.288	seq_39844_6017	0.009
22.873	4.979	2668	1.376	seq_39844_6018	0.018
22.985	4.771	2669	1.341	seq_39844_6020	0.028
22.389	4.888	2668	1.368	seq_39844_6019	0.034
23.033	4.983	2667	1.35	seq_39844_6021	0.021
22.788	4.878	2667	1.281	seq_39844_6022	0.025
21.889	4.757	2667	1.311	seq_39844_6023	0.009
23.155	5.0	2667	1.357	seq_39844_6024	0.025
22.805	4.96	2666	1.36	seq_39844_6027	0.022
22.068	4.602	2668	1.279	seq_39844_6025	0.019
24.263	5.072	2666	1.292	seq_39844_6026	0.017
23.85	5.104	2666	1.385	seq_39844_6028	0.025
23.691	5.074	2666	1.372	seq_39844_6029	0.024
23.673	5.006	2666	1.301	seq_39844_6030	0.023
22.537	4.839	2666	1.324	seq_39844_6033	0.029
22.136	4.716	2666	1.233	seq_39844_6032	0.01
26.242	5.272	2666	1.305	seq_39844_6031	0.035
23.278	4.876	2665	1.319	seq_39844_6034	0.047
22.114	4.865	2665	1.345	seq_39844_6035	0.02
23.076	4.853	2665	1.348	seq_39844_6036	0.027
22.531	4.859	2665	1.27	seq_39844_6037	0.008
22.498	4.906	2666	1.335	seq_39844_6038	0.017
23.003	4.84	2665	1.307	seq_39844_6039	0.016
21.92	4.586	2665	1.233	seq_39844_6040	0.033
23.138	4.888	2666	1.285	seq_39844_6041	0.024
22.735	4.842	2664	1.333	seq_39844_6042	0.036
23.036	5.002	2664	1.357	seq_39844_6043	0.014
21.372	4.654	2664	1.262	seq_39844_6044	0.038
20.823	4.518	2664	1.19	seq_39844_6045	0.016
22.493	4.846	2663	1.273	seq_39844_6046	0.025
21.838	4.693	2664	1.299	seq_39844_6048	0.01
24.265	5.081	2663	1.425	seq_39844_6047	0.039
22.895	4.944	2664	1.354	seq_39844_6049	0.026
19.785	4.352	2664	1.202	seq_39844_6050	0.007
23.125	4.963	2663	1.389	seq_39844_6051	0.031
20.798	4.405	2663	1.146	seq_39844_6052	0.032
21.466	4.795	2662	1.332	seq_39844_6054	0.024
22.758	4.851	2663	1.282	seq_39844_6055	0.005
22.518	4.846	2662	1.275	seq_39844_6053	0.026
23.655	4.95	2662	1.33	seq_39844_6057	0.022
22.519	4.888	2662	1.412	seq_39844_6058	0.021
21.781	4.633	2663	1.308	seq_39844_6060	0.018
22.35	4.704	2663	1.328	seq_39844_6056	0.027
23.537	5.011	2662	1.327	seq_39844_6061	0.018
22.319	4.789	2662	1.218	seq_39844_6062	0.011
22.142	4.696	2662	1.216	seq_39844_6064	0.025
22.824	4.866	2661	1.282	seq_39844_6066	0.027
22.777	4.854	2661	1.282	seq_39844_6065	0.027
23.297	5.003	2661	1.381	seq_39844_6063	0.027
24.561	5.08	2661	1.375	seq_39844_6067	0.025
22.79	4.859	2661	1.283	seq_39844_6068	0.027
24.13	4.966	2663	1.323	seq_39844_6059	0.047
22.801	4.862	2661	1.281	seq_39844_6069	0.026
21.764	4.66	2661	1.218	seq_39844_6070	0.03
21.893	4.774	2661	1.264	seq_39844_6071	0.033
22.789	4.874	2660	1.286	seq_39844_6072	0.024
24.249	5.108	2660	1.428	seq_39844_6073	0.029
22.803	4.88	2660	1.283	seq_39844_6074	0.025
23.852	5.023	2660	1.379	seq_39844_6075	0.016
24.06	5.076	2660	1.386	seq_39844_6076	0.024
24.159	5.103	2660	1.403	seq_39844_6077	0.024
23.273	4.985	2660	1.406	seq_39844_6078	0.023
22.838	4.879	2660	1.283	seq_39844_6080	0.026
21.787	4.792	2660	1.354	seq_39844_6082	0.015
22.868	4.943	2660	1.407	seq_39844_6081	0.024
23.741	5.053	2661	1.382	seq_39844_6079	0.022
21.904	4.721	2659	1.322	seq_39844_6083	0.032
22.724	4.855	2659	1.385	seq_39844_6084	0.018
22.714	4.862	2660	1.271	seq_39844_6086	0.004
22.47	4.797	2659	1.274	seq_39844_6087	0.022
22.727	4.793	2659	1.252	seq_39844_6085	0.026
22.739	4.838	2659	1.275	seq_39844_6090	0.008
23.551	5.073	2658	1.348	seq_39844_6089	0.026
22.224	4.874	2660	1.37	seq_39844_6088	0.028
24.269	5.074	2659	1.321	seq_39844_6091	0.009
23.55	4.909	2658	1.278	seq_39844_6092	0.043
22.402	4.836	2659	1.265	seq_39844_6093	0.005
22.698	4.84	2658	1.294	seq_39844_6094	0.017
23.167	4.864	2658	1.317	seq_39844_6095	0.028
21.583	4.617	2658	1.291	seq_39844_6096	0.01
23.323	4.976	2657	1.408	seq_39844_6097	0.024
23.081	5.044	2657	1.376	seq_39844_6098	0.02
22.566	4.861	2657	1.364	seq_39844_6099	0.03
22.659	4.926	2657	1.388	seq_39844_6100	0.032
19.873	4.323	2657	1.22	seq_39844_6101	0.005
21.46	4.696	2657	1.279	seq_39844_6102	0.035
23.084	4.904	2656	1.269	seq_39844_6103	0.027
23.029	4.901	2656	1.265	seq_39844_6104	0.026
23.011	4.873	2656	1.306	seq_39844_6105	0.013
22.251	4.839	2656	1.372	seq_39844_6106	0.025
22.315	4.848	2656	1.271	seq_39844_6107	0.005
22.387	4.785	2657	1.318	seq_39844_6108	0.033
22.846	4.875	2656	1.274	seq_39844_6110	0.03
20.701	4.544	2656	1.299	seq_39844_6113	0.021
23.446	4.861	2656	1.192	seq_39844_6111	0.07
22.674	5.028	2656	1.252	seq_39844_6114	0.008
21.406	4.609	2655	1.184	seq_39844_6116	0.024
22.37	4.826	2655	1.264	seq_39844_6117	0.012
23.022	4.882	2655	1.294	seq_39844_6118	0.032
23.031	4.888	2655	1.285	seq_39844_6119	0.03
23.984	5.114	2655	1.405	seq_39844_6120	0.024
22.231	4.87	2656	1.39	seq_39844_6122	0.024
23.887	5.022	2655	1.395	seq_39844_6121	0.037
23.07	4.886	2655	1.292	seq_39844_6123	0.031
23.072	4.908	2656	1.273	seq_39844_6112	0.026
23.11	4.799	2655	1.311	seq_39844_6124	0.066
22.697	4.805	2656	1.316	seq_39844_6109	0.056
22.703	4.837	2654	1.293	seq_39844_6125	0.016
19.2	4.316	2655	1.11	seq_39844_6126	0.008
22.039	4.823	2655	1.303	seq_39844_6127	0.009
24.339	5.205	2654	1.367	seq_39844_6128	0.02
21.56	4.783	2655	1.357	seq_39844_6115	0.017
23.304	5.014	2655	1.351	seq_39844_6131	0.029
22.557	4.814	2655	1.267	seq_39844_6129	0.006
22.334	4.701	2653	1.26	seq_39844_6133	0.02
22.182	4.856	2654	1.338	seq_39844_6130	0.017
22.584	4.878	2654	1.375	seq_39844_6132	0.032
20.805	4.558	2653	1.198	seq_39844_6134	0.008
22.518	4.81	2654	1.268	seq_39844_6135	0.004
22.747	4.825	2653	1.229	seq_39844_6136	0.032
24.384	5.126	2653	1.399	seq_39844_6137	0.032
24.54	5.206	2652	1.313	seq_39844_6139	0.012
22.343	4.811	2652	1.391	seq_39844_6141	0.04
23.675	5.038	2651	1.304	seq_39844_6142	0.011
22.654	4.89	2651	1.369	seq_39844_6143	0.028
21.703	4.707	2652	1.26	seq_39844_6140	0.034
24.301	5.105	2653	1.398	seq_39844_6138	0.026
22.272	4.758	2652	1.249	seq_39844_6144	0.003
21.88	4.903	2651	1.579	seq_39844_6145	0.021
21.311	4.606	2651	1.226	seq_39844_6146	0.019
24.353	5.058	2651	1.333	seq_39844_6147	0.02
21.052	4.547	2650	1.229	seq_39844_6148	0.012
23.112	4.874	2651	1.281	seq_39844_6149	0.033
23.438	5.007	2650	1.391	seq_39844_6152	0.027
23.401	4.983	2650	1.32	seq_39844_6150	0.009
23.597	4.925	2651	1.25	seq_39844_6151	0.031
23.457	4.992	2650	1.2	seq_39844_6153	0.034
22.605	4.751	2651	1.308	seq_39844_6154	0.044
21.487	4.647	2650	1.278	seq_39844_6156	0.018
23.087	4.84	2649	1.202	seq_39844_6157	0.029
23.55	5.019	2650	1.408	seq_39844_6155	0.03
22.128	4.851	2649	1.431	seq_39844_6162	0.018
22.615	4.921	2649	1.374	seq_39844_6158	0.018
23.143	4.939	2649	1.289	seq_39844_6159	0.007
22.473	4.926	2649	1.329	seq_39844_6160	0.012
23.356	5.021	2649	1.376	seq_39844_6161	0.023
22.67	4.857	2650	1.304	seq_39844_6163	0.029
19.311	4.44	2649	1.058	seq_39844_6164	0.002
21.23	4.679	2648	1.377	seq_39844_6165	0.019
23.033	4.945	2648	1.392	seq_39844_6169	0.026
22.632	4.958	2648	1.367	seq_39844_6170	0.017
23.842	4.972	2648	1.374	seq_39844_6167	0.057
22.604	4.724	2648	1.177	seq_39844_6171	0.028
22.694	4.759	2649	1.277	seq_39844_6168	0.028
22.043	4.785	2648	1.282	seq_39844_6172	0.009
22.251	4.847	2648	1.394	seq_39844_6173	0.028
22.918	4.881	2648	1.273	seq_39844_6174	0.031
22.579	4.925	2647	1.351	seq_39844_6175	0.02
23.605	4.869	2647	1.315	seq_39844_6177	0.011
22.885	4.815	2647	1.321	seq_39844_6176	0.015
23.324	4.978	2647	1.318	seq_39844_6178	0.012
22.704	4.96	2647	1.378	seq_39844_6179	0.016
22.642	4.735	2647	1.28	seq_39844_6180	0.014
22.666	4.836	2648	1.171	seq_39844_6181	0.035
23.105	4.947	2648	1.347	seq_39844_6166	0.027
19.98	4.528	2646	1.358	seq_39844_6182	0.007
23.036	4.838	2646	1.255	seq_39844_6184	0.033
21.938	4.656	2646	1.251	seq_39844_6183	0.022
22.817	4.867	2646	1.276	seq_39844_6186	0.029
23.402	4.971	2647	1.327	seq_39844_6185	0.015
21.726	4.711	2646	1.228	seq_39844_6187	0.013
20.519	4.417	2647	1.209	seq_39844_6188	0.014
22.775	4.747	2647	1.344	seq_39844_6191	0.024
24.558	5.249	2646	1.379	seq_39844_6190	0.023
22.436	4.751	2647	1.244	seq_39844_6189	0.026
22.166	4.878	2645	1.375	seq_39844_6193	0.019
21.811	4.661	2646	1.236	seq_39844_6192	0.033
23.36	4.936	2645	1.304	seq_39844_6195	0.03
22.061	4.785	2645	1.378	seq_39844_6194	0.015
22.3	4.791	2645	1.266	seq_39844_6196	0.046
22.223	4.776	2644	1.308	seq_39844_6197	0.016
22.197	4.791	2644	1.274	seq_39844_6198	0.009
21.468	4.667	2644	1.251	seq_39844_6200	0.011
23.762	5.059	2645	1.316	seq_39844_6201	0.006
22.18	4.783	2644	1.286	seq_39844_6202	0.016
23.587	4.953	2644	1.312	seq_39844_6204	0.014
21.927	4.638	2644	1.182	seq_39844_6205	0.025
22.072	4.792	2644	1.339	seq_39844_6203	0.01
22.745	4.8	2645	1.369	seq_39844_6199	0.068
21.415	4.655	2644	1.266	seq_39844_6206	0.033
21.3	4.625	2643	1.241	seq_39844_6208	0.006
22.546	4.795	2644	1.267	seq_39844_6209	0.007
22.664	4.798	2643	1.28	seq_39844_6207	0.012
21.85	4.793	2643	1.393	seq_39844_6210	0.04
23.199	4.993	2643	1.391	seq_39844_6211	0.021
22.534	4.789	2644	1.24	seq_39844_6214	0.031
23.019	4.979	2643	1.376	seq_39844_6212	0.026
20.743	4.495	2643	1.244	seq_39844_6216	0.029
22.394	4.807	2643	1.272	seq_39844_6215	0.03
20.719	4.476	2642	1.232	seq_39844_6219	0.018
23.232	4.913	2643	1.359	seq_39844_6217	0.04
22.351	4.871	2642	1.365	seq_39844_6218	0.022
25.124	5.252	2643	1.33	seq_39844_6220	0.018
23.233	5.038	2642	1.361	seq_39844_6222	0.017
23.386	5.055	2642	1.32	seq_39844_6221	0.024
21.826	4.705	2643	1.208	seq_39844_6224	0.023
22.405	4.812	2642	1.271	seq_39844_6226	0.03
23.194	4.98	2642	1.377	seq_39844_6225	0.021
22.415	4.81	2642	1.276	seq_39844_6223	0.031
21.544	4.707	2642	1.276	seq_39844_6227	0.035
21.296	4.513	2641	1.192	seq_39844_6228	0.037
24.092	4.991	2641	1.381	seq_39844_6229	0.059
23.039	4.933	2643	1.228	seq_39844_6213	0.017
22.813	4.916	2641	1.354	seq_39844_6230	0.03
22.861	4.876	2641	1.379	seq_39844_6232	0.036
22.789	4.864	2641	1.273	seq_39844_6231	0.03
23.142	4.924	2642	1.27	seq_39844_6233	0.009
22.322	4.797	2641	1.273	seq_39844_6234	0.016
22.373	4.81	2641	1.273	seq_39844_6237	0.008
22.781	4.865	2641	1.273	seq_39844_6236	0.03
22.53	4.833	2641	1.28	seq_39844_6235	0.025
23.626	4.981	2642	1.393	seq_39844_6238	0.03
22.867	4.873	2641	1.279	seq_39844_6240	0.028
23.127	4.912	2640	1.357	seq_39844_6241	0.045
23.333	4.854	2640	1.503	seq_39844_6242	0.077
22.915	4.882	2641	1.275	seq_39844_6239	0.029
22.373	4.853	2641	1.276	seq_39844_6243	0.021
22.669	4.675	2640	1.287	seq_39844_6244	0.01
23.288	4.818	2641	1.326	seq_39844_6246	0.025
21.996	4.7	2641	1.242	seq_39844_6247	0.011
20.267	4.494	2641	1.17	seq_39844_6248	0.005
23.071	4.9	2640	1.319	seq_39844_6245	0.019
23.313	4.966	2640	1.352	seq_39844_6249	0.032
22.618	4.824	2640	1.279	seq_39844_6250	0.03
23.29	4.953	2640	1.322	seq_39844_6252	0.024
21.434	4.69	2640	1.282	seq_39844_6253	0.035
22.1	4.831	2640	1.347	seq_39844_6254	0.019
21.202	4.6	2641	1.258	seq_39844_6251	0.006
21.729	4.795	2640	1.302	seq_39844_6255	0.032
22.301	4.708	2640	1.248	seq_39844_6256	0.03
22.663	4.805	2640	1.269	seq_39844_6259	0.026
21.821	4.611	2640	1.278	seq_39844_6258	0.017
22.958	4.736	2640	1.355	seq_39844_6260	0.013
18.32	4.039	2639	1.203	seq_39844_6263	0.007
22.897	4.882	2639	1.273	seq_39844_6261	0.031
23.003	4.894	2639	1.276	seq_39844_6262	0.031
24.267	5.127	2639	1.407	seq_39844_6257	0.025
21.065	4.587	2639	1.194	seq_39844_6265	0.011
22.58	4.85	2639	1.403	seq_39844_6264	0.019
21.132	4.708	2638	1.32	seq_39844_6268	0.002
22.912	4.883	2638	1.274	seq_39844_6267	0.027
23.431	4.969	2638	1.291	seq_39844_6269	0.008
23.261	5.08	2638	1.206	seq_39844_6271	0.013
22.35	4.797	2638	1.296	seq_39844_6266	0.018
21.62	4.765	2638	1.345	seq_39844_6270	0.024
22.205	4.779	2637	1.27	seq_39844_6272	0.008
22.192	4.81	2638	1.224	seq_39844_6274	0.023
23.731	5.028	2638	1.422	seq_39844_6275	0.038
19.927	4.395	2637	1.178	seq_39844_6273	0.008
23.394	5.008	2637	1.35	seq_39844_6276	0.03
21.216	4.506	2637	1.13	seq_39844_6277	0.044
22.679	4.978	2636	1.333	seq_39844_6279	0.016
22.824	4.873	2636	1.271	seq_39844_6280	0.028
23.198	4.925	2636	1.319	seq_39844_6281	0.014
22.841	4.87	2636	1.27	seq_39844_6282	0.031
24.206	5.008	2637	1.31	seq_39844_6278	0.011
21.472	4.68	2637	1.258	seq_39844_6284	0.008
21.363	4.581	2636	1.211	seq_39844_6286	0.022
23.379	4.845	2636	1.317	seq_39844_6287	0.01
22.936	4.992	2636	1.363	seq_39844_6285	0.022
23.295	4.95	2636	1.388	seq_39844_6283	0.029
23.073	4.929	2635	1.247	seq_39844_6289	0.013
22.958	4.932	2635	1.337	seq_39844_6288	0.03
22.407	4.731	2635	1.273	seq_39844_6290	0.011
23.215	4.983	2635	1.37	seq_39844_6292	0.028
22.331	4.757	2635	1.256	seq_39844_6293	0.01
22.062	4.855	2634	1.338	seq_39844_6294	0.031
23.636	4.864	2634	1.373	seq_39844_6291	0.023
22.052	4.854	2634	1.365	seq_39844_6296	0.019
21.992	4.662	2635	1.261	seq_39844_6295	0.019
23.073	4.942	2634	1.307	seq_39844_6297	0.041
21.519	4.7	2634	1.276	seq_39844_6299	0.035
23.714	5.04	2634	1.337	seq_39844_6301	0.023
21.404	4.607	2634	1.322	seq_39844_6300	0.019
23.112	4.845	2634	1.224	seq_39844_6303	0.035
22.142	4.781	2634	1.181	seq_39844_6298	0.022
22.48	4.829	2634	1.274	seq_39844_6305	0.005
22.725	4.856	2633	1.251	seq_39844_6302	0.009
23.026	4.987	2634	1.374	seq_39844_6304	0.02
23.346	4.934	2633	1.392	seq_39844_6306	0.033
22.056	4.695	2634	1.276	seq_39844_6308	0.01
24.083	5.133	2633	1.377	seq_39844_6307	0.022
22.929	4.787	2632	1.317	seq_39844_6309	0.019
23.195	4.841	2632	1.285	seq_39844_6310	0.018
20.249	4.408	2633	1.212	seq_39844_6311	0.009
22.029	4.713	2633	1.238	seq_39844_6313	0.016
22.303	4.792	2633	1.299	seq_39844_6312	0.019
22.558	4.821	2632	1.275	seq_39844_6314	0.03
21.442	4.745	2632	1.388	seq_39844_6316	0.026
22.728	4.862	2632	1.261	seq_39844_6315	0.014
22.54	4.816	2632	1.282	seq_39844_6317	0.029
22.292	4.774	2633	1.28	seq_39844_6319	0.012
23.067	4.943	2633	1.398	seq_39844_6318	0.031
22.159	4.805	2632	1.313	seq_39844_6320	0.01
23.667	5.097	2632	1.375	seq_39844_6322	0.019
21.95	4.81	2632	1.273	seq_39844_6323	0.009
21.593	4.553	2631	1.199	seq_39844_6324	0.034
21.418	4.754	2633	1.259	seq_39844_6321	0.009
22.982	4.868	2631	1.311	seq_39844_6325	0.016
19.786	4.592	2631	1.414	seq_39844_6328	0.024
20.773	4.387	2631	1.231	seq_39844_6326	0.021
21.312	4.626	2630	1.268	seq_39844_6330	0.014
21.139	4.593	2631	1.222	seq_39844_6329	0.008
23.781	5.029	2631	1.293	seq_39844_6332	0.013
22.749	4.819	2630	1.259	seq_39844_6331	0.032
24.191	5.076	2630	1.398	seq_39844_6334	0.035
21.721	4.711	2631	1.24	seq_39844_6333	0.015
22.035	4.814	2631	1.384	seq_39844_6327	0.043
23.004	4.873	2630	1.333	seq_39844_6335	0.025
20.057	4.398	2630	1.159	seq_39844_6337	0.01
22.117	4.773	2631	1.23	seq_39844_6336	0.019
22.372	4.812	2629	1.313	seq_39844_6339	0.015
21.842	4.727	2630	1.329	seq_39844_6338	0.019
22.376	4.887	2630	1.351	seq_39844_6341	0.023
23.042	4.904	2629	1.273	seq_39844_6342	0.03
23.088	4.883	2629	1.386	seq_39844_6340	0.035
22.867	4.873	2629	1.269	seq_39844_6343	0.03
21.717	4.645	2628	1.267	seq_39844_6344	0.014
22.561	4.76	2629	1.265	seq_39844_6346	0.037
22.345	4.797	2628	1.277	seq_39844_6345	0.01
23.321	5.005	2629	1.375	seq_39844_6348	0.026
22.391	4.803	2628	1.2	seq_39844_6349	0.024
21.597	4.757	2629	1.386	seq_39844_6347	0.027
22.311	4.655	2629	1.222	seq_39844_6351	0.037
22.176	4.866	2628	1.348	seq_39844_6352	0.02
22.763	4.949	2628	1.346	seq_39844_6350	0.019
21.704	4.644	2628	1.266	seq_39844_6353	0.014
22.418	4.914	2628	1.377	seq_39844_6354	0.027
22.44	4.694	2628	1.254	seq_39844_6356	0.02
22.859	4.992	2628	1.247	seq_39844_6358	0.011
22.799	4.761	2628	1.333	seq_39844_6361	0.025
21.912	4.689	2627	1.278	seq_39844_6359	0.016
23.125	4.978	2629	1.314	seq_39844_6355	0.011
23.783	5.054	2629	1.304	seq_39844_6357	0.007
22.482	4.764	2627	1.297	seq_39844_6360	0.013
22.293	4.712	2628	1.325	seq_39844_6362	0.024
23.021	4.903	2627	1.274	seq_39844_6363	0.03
23.103	4.869	2627	1.317	seq_39844_6364	0.037
23.796	5.041	2628	1.309	seq_39844_6365	0.01
20.511	4.541	2627	1.188	seq_39844_6367	0.015
20.422	4.459	2626	1.209	seq_39844_6369	0.003
22.45	4.809	2627	1.257	seq_39844_6366	0.006
22.426	4.861	2626	1.367	seq_39844_6370	0.027
23.3	4.955	2627	1.312	seq_39844_6368	0.031
22.328	4.788	2626	1.27	seq_39844_6372	0.027
22.308	4.793	2627	1.273	seq_39844_6373	0.008
20.759	4.233	2626	1.236	seq_39844_6374	0.06
22.672	4.839	2626	1.285	seq_39844_6375	0.03
22.899	4.945	2627	1.349	seq_39844_6371	0.016
22.51	4.856	2626	1.366	seq_39844_6377	0.025
22.33	4.796	2625	1.264	seq_39844_6379	0.03
21.905	4.565	2627	1.279	seq_39844_6376	0.037
19.786	4.354	2626	1.185	seq_39844_6378	0.01
21.487	4.613	2626	1.256	seq_39844_6380	0.014
20.625	4.523	2626	1.157	seq_39844_6381	0.022
22.068	4.811	2625	1.323	seq_39844_6382	0.013
22.511	4.781	2624	1.238	seq_39844_6385	0.01
23.653	5.074	2625	1.333	seq_39844_6384	0.023
21.581	4.583	2625	1.261	seq_39844_6383	0.014
23.018	4.896	2624	1.273	seq_39844_6388	0.027
22.215	4.771	2625	1.264	seq_39844_6389	0.014
23.203	4.917	2624	1.343	seq_39844_6386	0.015
22.342	4.763	2625	1.239	seq_39844_6390	0.006
22.134	4.822	2624	1.345	seq_39844_6387	0.03
22.326	4.741	2624	1.268	seq_39844_6391	0.013
22.067	4.793	2624	1.155	seq_39844_6392	0.026
23.342	4.905	2624	1.351	seq_39844_6393	0.042
22.899	4.878	2623	1.266	seq_39844_6394	0.007
22.026	4.639	2623	1.237	seq_39844_6395	0.037
23.601	5.032	2622	1.37	seq_39844_6397	0.03
24.528	5.19	2622	1.381	seq_39844_6399	0.034
22.948	4.849	2622	1.294	seq_39844_6396	0.017
21.532	4.419	2623	1.172	seq_39844_6398	0.106
22.13	4.776	2622	1.272	seq_39844_6400	0.005
22.193	4.783	2621	1.281	seq_39844_6401	0.009
22.346	4.797	2621	1.271	seq_39844_6402	0.031
21.949	4.694	2621	1.277	seq_39844_6403	0.017
19.144	4.282	2622	1.117	seq_39844_6404	0.003
22.789	4.839	2621	1.311	seq_39844_6405	0.012
23.384	5.045	2621	1.35	seq_39844_6407	0.018
21.969	4.846	2620	1.344	seq_39844_6408	0.016
22.19	4.614	2621	1.235	seq_39844_6409	0.039
25.247	5.285	2620	1.32	seq_39844_6410	0.014
23.625	4.927	2621	1.37	seq_39844_6406	0.023
23.426	5.011	2621	1.369	seq_39844_6411	0.026
22.041	4.828	2621	1.388	seq_39844_6412	0.029
23.16	4.888	2620	1.306	seq_39844_6414	0.034
23.652	5.069	2621	1.359	seq_39844_6415	0.025
22.684	4.829	2620	1.275	seq_39844_6416	0.007
23.115	4.983	2621	1.304	seq_39844_6413	0.01
21.386	4.679	2620	1.275	seq_39844_6417	0.038
21.126	4.777	2620	1.413	seq_39844_6419	0.021
21.475	4.656	2620	1.262	seq_39844_6418	0.04
23.248	4.964	2620	1.345	seq_39844_6420	0.028
23.353	4.897	2619	1.288	seq_39844_6421	0.024
23.064	4.926	2619	1.245	seq_39844_6422	0.016
22.208	4.774	2619	1.299	seq_39844_6423	0.012
21.415	4.665	2619	1.267	seq_39844_6425	0.039
22.288	4.715	2619	1.249	seq_39844_6426	0.028
23.179	4.962	2619	1.388	seq_39844_6424	0.024
23.884	5.019	2619	1.326	seq_39844_6427	0.019
23.323	4.977	2618	1.317	seq_39844_6428	0.016
25.347	5.327	2618	1.353	seq_39844_6429	0.013
23.066	4.992	2619	1.386	seq_39844_6430	0.024
22.402	4.899	2618	1.369	seq_39844_6431	0.031
21.829	4.757	2618	1.264	seq_39844_6432	0.011
23.543	5.044	2618	1.367	seq_39844_6433	0.032
22.876	4.852	2618	1.301	seq_39844_6435	0.016
25.137	5.283	2618	1.404	seq_39844_6436	0.016
22.118	4.717	2617	1.261	seq_39844_6434	0.01
21.639	4.681	2617	1.243	seq_39844_6437	0.013
22.851	4.876	2617	1.228	seq_39844_6439	0.021
22.043	4.72	2617	1.25	seq_39844_6441	0.013
22.438	4.917	2616	1.373	seq_39844_6440	0.023
22.004	4.766	2616	1.289	seq_39844_6443	0.013
18.702	4.091	2615	1.19	seq_39844_6444	0.025
22.383	4.75	2617	1.241	seq_39844_6438	0.011
22.605	4.906	2616	1.37	seq_39844_6442	0.024
23.93	5.002	2615	1.324	seq_39844_6445	0.053
22.775	4.87	2615	1.345	seq_39844_6447	0.032
23.132	4.997	2615	1.359	seq_39844_6446	0.018
21.459	4.61	2615	1.327	seq_39844_6449	0.02
24.263	5.102	2616	1.369	seq_39844_6448	0.021
22.376	4.752	2614	1.275	seq_39844_6453	0.012
19.886	4.361	2615	1.248	seq_39844_6450	0.008
21.583	4.752	2615	1.2	seq_39844_6451	0.01
