atp_cost	c_content	length	n_content	prot_ID	s_content
22.327	4.71	2566	1.218	seq_13579_6799	0.024
22.663	4.907	2565	1.341	seq_13579_6798	0.023
21.559	4.54	2565	1.156	seq_13579_6800	0.047
23.253	4.899	2565	1.299	seq_13579_6801	0.03
22.82	4.867	2564	1.279	seq_13579_6803	0.032
20.715	4.447	2565	1.172	seq_13579_6802	0.019
22.863	4.876	2564	1.277	seq_13579_6804	0.032
23.112	4.907	2565	1.277	seq_13579_6805	0.016
22.903	4.919	2564	1.422	seq_13579_6806	0.026
22.139	4.817	2564	1.322	seq_13579_6808	0.01
22.234	4.819	2564	1.31	seq_13579_6807	0.01
22.199	4.786	2564	1.278	seq_13579_6809	0.014
22.245	4.849	2565	1.293	seq_13579_6810	0.01
22.822	4.869	2564	1.281	seq_13579_6812	0.032
23.408	4.954	2565	1.361	seq_13579_6811	0.021
22.921	4.945	2564	1.418	seq_13579_6813	0.026
22.061	4.779	2564	1.284	seq_13579_6814	0.011
22.84	4.868	2564	1.278	seq_13579_6815	0.032
22.273	4.84	2564	1.31	seq_13579_6816	0.011
20.196	4.411	2564	1.181	seq_13579_6817	0.007
23.158	4.856	2564	1.316	seq_13579_6818	0.045
22.07	4.78	2563	1.288	seq_13579_6819	0.008
22.156	4.726	2563	1.235	seq_13579_6820	0.008
22.684	4.89	2563	1.284	seq_13579_6821	0.019
23.255	4.962	2563	1.419	seq_13579_6822	0.026
23.132	4.956	2563	1.323	seq_13579_6823	0.026
21.866	4.633	2563	1.215	seq_13579_6825	0.014
22.367	4.908	2562	1.377	seq_13579_6824	0.013
21.915	4.729	2562	1.291	seq_13579_6826	0.016
23.653	4.932	2562	1.337	seq_13579_6827	0.034
22.12	4.616	2563	1.297	seq_13579_6829	0.024
22.841	4.878	2562	1.295	seq_13579_6830	0.029
21.881	4.807	2563	1.364	seq_13579_6828	0.022
22.499	4.676	2563	1.176	seq_13579_6831	0.074
21.592	4.468	2563	1.082	seq_13579_6832	0.087
22.065	4.732	2562	1.326	seq_13579_6833	0.025
20.761	4.442	2561	1.282	seq_13579_6834	0.009
21.814	4.73	2562	1.222	seq_13579_6835	0.02
22.208	4.8	2561	1.288	seq_13579_6836	0.014
23.154	4.97	2561	1.363	seq_13579_6837	0.025
21.737	4.721	2562	1.28	seq_13579_6839	0.007
23.07	4.913	2561	1.278	seq_13579_6838	0.029
23.554	5.068	2561	1.39	seq_13579_6840	0.02
22.709	4.823	2561	1.271	seq_13579_6842	0.007
24.053	5.027	2560	1.384	seq_13579_6841	0.043
22.201	4.802	2560	1.295	seq_13579_6843	0.016
20.234	4.383	2560	1.263	seq_13579_6844	0.02
20.297	4.486	2561	1.314	seq_13579_6845	0.01
21.952	4.638	2560	1.29	seq_13579_6846	0.061
22.081	4.778	2560	1.268	seq_13579_6847	0.006
24.024	4.993	2560	1.349	seq_13579_6848	0.063
22.932	4.923	2560	1.303	seq_13579_6849	0.014
22.591	4.902	2560	1.368	seq_13579_6851	0.028
22.096	4.739	2561	1.27	seq_13579_6850	0.009
19.877	4.383	2560	1.19	seq_13579_6852	0.018
21.796	4.683	2559	1.267	seq_13579_6853	0.008
22.323	4.684	2560	1.316	seq_13579_6854	0.023
23.028	4.901	2560	1.271	seq_13579_6856	0.01
24.553	5.093	2559	1.373	seq_13579_6855	0.042
22.746	4.87	2559	1.252	seq_13579_6857	0.011
21.656	4.626	2559	1.204	seq_13579_6858	0.028
19.032	4.138	2560	1.103	seq_13579_6859	0.023
21.667	4.64	2560	1.254	seq_13579_6860	0.014
23.111	4.908	2559	1.28	seq_13579_6861	0.011
22.237	4.791	2558	1.291	seq_13579_6862	0.012
22.0	4.715	2558	1.237	seq_13579_6863	0.007
23.548	4.988	2559	1.385	seq_13579_6865	0.034
19.502	4.325	2558	1.104	seq_13579_6866	0.028
23.883	5.067	2559	1.358	seq_13579_6864	0.025
23.149	4.898	2559	1.331	seq_13579_6867	0.02
23.15	4.816	2558	1.186	seq_13579_6868	0.034
21.214	4.6	2559	1.202	seq_13579_6869	0.012
23.568	5.012	2559	1.387	seq_13579_6870	0.026
23.966	5.091	2559	1.399	seq_13579_6871	0.031
23.127	4.903	2559	1.331	seq_13579_6872	0.014
22.767	4.854	2559	1.268	seq_13579_6873	0.005
23.468	5.061	2558	1.342	seq_13579_6874	0.022
23.695	5.064	2558	1.341	seq_13579_6875	0.02
21.026	4.527	2557	1.192	seq_13579_6876	0.007
21.68	4.647	2557	1.296	seq_13579_6877	0.009
21.766	4.662	2557	1.306	seq_13579_6878	0.012
21.352	4.498	2557	1.302	seq_13579_6879	0.021
23.084	4.878	2558	1.309	seq_13579_6880	0.009
23.871	5.047	2557	1.293	seq_13579_6881	0.034
22.347	4.758	2557	1.226	seq_13579_6882	0.017
23.343	5.008	2556	1.363	seq_13579_6884	0.027
23.728	5.129	2557	1.399	seq_13579_6883	0.019
22.16	4.714	2556	1.244	seq_13579_6885	0.031
22.805	4.897	2556	1.29	seq_13579_6886	0.011
23.778	5.056	2557	1.312	seq_13579_6887	0.008
23.102	4.926	2557	1.293	seq_13579_6888	0.006
21.868	4.648	2556	1.251	seq_13579_6889	0.011
21.214	4.497	2556	1.265	seq_13579_6891	0.017
21.861	4.818	2555	1.41	seq_13579_6893	0.025
23.271	4.905	2557	1.323	seq_13579_6892	0.03
19.864	4.475	2556	1.151	seq_13579_6890	0.006
23.218	4.946	2555	1.305	seq_13579_6894	0.016
22.673	4.956	2555	1.353	seq_13579_6895	0.02
22.729	4.766	2556	1.302	seq_13579_6896	0.054
22.017	4.771	2555	1.294	seq_13579_6897	0.013
22.776	4.788	2555	1.253	seq_13579_6898	0.024
22.072	4.78	2555	1.283	seq_13579_6899	0.011
21.958	4.765	2555	1.299	seq_13579_6900	0.013
21.896	4.633	2554	1.198	seq_13579_6901	0.035
21.264	4.559	2555	1.22	seq_13579_6902	0.007
24.126	4.977	2555	1.315	seq_13579_6903	0.01
22.995	4.895	2554	1.407	seq_13579_6904	0.046
22.066	4.788	2554	1.292	seq_13579_6905	0.009
21.544	4.739	2554	1.214	seq_13579_6906	0.013
23.135	4.99	2554	1.364	seq_13579_6907	0.018
21.604	4.519	2555	1.232	seq_13579_6908	0.036
21.508	4.685	2554	1.266	seq_13579_6910	0.038
22.204	4.725	2554	1.255	seq_13579_6909	0.021
23.879	5.042	2554	1.337	seq_13579_6911	0.023
24.691	5.252	2553	1.351	seq_13579_6912	0.018
22.075	4.619	2554	1.233	seq_13579_6913	0.045
22.614	4.833	2554	1.267	seq_13579_6914	0.005
22.503	4.71	2554	1.264	seq_13579_6915	0.03
23.464	4.991	2553	1.293	seq_13579_6917	0.014
23.961	5.032	2553	1.34	seq_13579_6916	0.025
23.509	4.974	2554	1.295	seq_13579_6918	0.011
22.571	4.768	2554	1.228	seq_13579_6919	0.018
22.043	4.806	2553	1.373	seq_13579_6920	0.027
22.197	4.769	2553	1.264	seq_13579_6921	0.023
24.115	5.091	2553	1.293	seq_13579_6922	0.029
22.228	4.789	2553	1.289	seq_13579_6923	0.014
22.27	4.778	2553	1.25	seq_13579_6924	0.004
22.352	4.913	2552	1.355	seq_13579_6925	0.007
22.702	4.855	2552	1.293	seq_13579_6926	0.021
18.785	4.28	2553	1.152	seq_13579_6927	0.005
21.545	4.653	2552	1.232	seq_13579_6929	0.06
23.584	5.021	2553	1.32	seq_13579_6928	0.017
23.285	4.949	2552	1.346	seq_13579_6930	0.02
22.388	4.86	2553	1.356	seq_13579_6931	0.027
22.188	4.746	2552	1.322	seq_13579_6932	0.037
23.205	4.997	2552	1.273	seq_13579_6933	0.016
21.959	4.789	2551	1.373	seq_13579_6935	0.028
22.221	4.867	2552	1.337	seq_13579_6934	0.022
22.982	4.893	2551	1.274	seq_13579_6936	0.024
22.768	4.779	2551	1.222	seq_13579_6937	0.032
22.003	4.847	2551	1.378	seq_13579_6938	0.024
22.26	4.732	2551	1.234	seq_13579_6939	0.007
23.624	5.078	2550	1.363	seq_13579_6941	0.022
23.06	4.937	2551	1.304	seq_13579_6940	0.027
23.165	4.989	2551	1.363	seq_13579_6943	0.031
22.197	4.799	2550	1.291	seq_13579_6942	0.01
22.525	4.669	2551	1.2	seq_13579_6944	0.047
22.226	4.825	2550	1.305	seq_13579_6945	0.009
22.684	4.838	2550	1.293	seq_13579_6947	0.021
23.91	4.96	2551	1.25	seq_13579_6946	0.016
22.838	4.942	2550	1.365	seq_13579_6948	0.021
22.033	4.768	2550	1.278	seq_13579_6949	0.009
21.988	4.76	2550	1.278	seq_13579_6951	0.008
19.995	4.441	2550	1.166	seq_13579_6952	0.008
20.602	4.458	2550	1.174	seq_13579_6953	0.016
22.188	4.797	2550	1.293	seq_13579_6950	0.012
22.207	4.815	2550	1.225	seq_13579_6954	0.018
20.288	4.166	2550	1.229	seq_13579_6955	0.063
22.347	4.754	2549	1.211	seq_13579_6956	0.04
22.848	4.856	2549	1.265	seq_13579_6957	0.017
21.844	4.594	2549	1.244	seq_13579_6958	0.015
20.712	4.462	2549	1.225	seq_13579_6959	0.014
23.4	4.832	2550	1.318	seq_13579_6960	0.026
22.061	4.776	2549	1.298	seq_13579_6961	0.011
22.494	4.847	2548	1.31	seq_13579_6962	0.014
22.906	4.941	2548	1.341	seq_13579_6963	0.02
22.294	4.896	2549	1.372	seq_13579_6964	0.019
22.432	4.831	2548	1.259	seq_13579_6965	0.016
23.324	4.911	2549	1.312	seq_13579_6966	0.02
21.937	4.65	2548	1.348	seq_13579_6967	0.02
22.75	4.847	2549	1.264	seq_13579_6968	0.007
23.461	4.928	2549	1.315	seq_13579_6969	0.027
23.852	5.11	2549	1.374	seq_13579_6970	0.019
19.629	4.378	2548	1.163	seq_13579_6971	0.005
21.085	4.5	2548	1.213	seq_13579_6972	0.02
22.32	4.803	2547	1.297	seq_13579_6973	0.01
21.94	4.819	2548	1.386	seq_13579_6974	0.018
21.983	4.71	2547	1.245	seq_13579_6975	0.014
22.11	4.782	2547	1.302	seq_13579_6976	0.011
22.382	4.8	2547	1.299	seq_13579_6977	0.016
22.005	4.782	2547	1.282	seq_13579_6978	0.009
22.546	4.92	2547	1.342	seq_13579_6979	0.026
19.662	4.308	2547	1.187	seq_13579_6980	0.016
23.892	5.049	2548	1.335	seq_13579_6982	0.056
22.926	4.974	2547	1.309	seq_13579_6983	0.025
23.121	4.908	2547	1.331	seq_13579_6984	0.008
22.231	4.786	2547	1.293	seq_13579_6981	0.011
22.666	4.804	2547	1.366	seq_13579_6985	0.021
22.875	4.945	2548	1.331	seq_13579_6986	0.027
22.821	4.764	2547	1.32	seq_13579_6987	0.022
22.144	4.875	2547	1.39	seq_13579_6989	0.031
23.671	4.943	2546	1.32	seq_13579_6991	0.023
22.632	4.831	2548	1.259	seq_13579_6988	0.006
22.857	4.892	2547	1.264	seq_13579_6990	0.004
22.653	4.836	2547	1.25	seq_13579_6992	0.007
22.537	4.866	2546	1.281	seq_13579_6994	0.009
22.533	4.877	2547	1.355	seq_13579_6993	0.035
22.971	4.909	2546	1.321	seq_13579_6996	0.013
21.136	4.599	2547	1.261	seq_13579_6995	0.007
22.356	4.779	2547	1.23	seq_13579_6997	0.022
22.09	4.684	2547	1.265	seq_13579_6999	0.013
23.341	4.958	2546	1.375	seq_13579_6998	0.033
23.517	4.98	2545	1.33	seq_13579_7000	0.052
22.705	4.953	2546	1.335	seq_13579_7001	0.015
22.551	4.821	2546	1.248	seq_13579_7002	0.007
22.488	4.845	2545	1.312	seq_13579_7003	0.013
21.882	4.817	2545	1.38	seq_13579_7005	0.026
23.041	4.952	2545	1.34	seq_13579_7006	0.029
22.601	4.936	2546	1.353	seq_13579_7004	0.023
24.243	5.195	2546	1.431	seq_13579_7007	0.027
21.472	4.62	2545	1.356	seq_13579_7008	0.027
20.034	4.403	2545	1.126	seq_13579_7009	0.035
22.339	4.751	2545	1.246	seq_13579_7010	0.008
21.79	4.665	2544	1.258	seq_13579_7012	0.016
22.96	4.964	2544	1.365	seq_13579_7011	0.018
21.995	4.72	2545	1.231	seq_13579_7013	0.02
22.715	4.846	2545	1.273	seq_13579_7014	0.008
22.92	5.031	2545	1.436	seq_13579_7015	0.02
22.386	4.906	2543	1.385	seq_13579_7017	0.019
22.097	4.812	2544	1.421	seq_13579_7016	0.029
23.43	4.996	2543	1.371	seq_13579_7018	0.027
21.793	4.687	2543	1.207	seq_13579_7020	0.042
22.462	4.882	2543	1.357	seq_13579_7019	0.024
23.561	5.044	2543	1.404	seq_13579_7021	0.024
23.774	5.008	2543	1.382	seq_13579_7022	0.026
23.289	4.929	2543	1.355	seq_13579_7024	0.036
22.372	4.738	2543	1.264	seq_13579_7023	0.028
20.945	4.666	2543	1.43	seq_13579_7025	0.012
22.111	4.712	2543	1.232	seq_13579_7026	0.021
23.185	4.846	2543	1.282	seq_13579_7028	0.015
22.61	4.9	2543	1.372	seq_13579_7027	0.022
22.5	4.89	2542	1.345	seq_13579_7029	0.024
23.468	4.98	2543	1.281	seq_13579_7030	0.018
22.039	4.698	2543	1.216	seq_13579_7032	0.023
22.568	4.858	2543	1.268	seq_13579_7031	0.004
19.195	4.23	2543	1.112	seq_13579_7033	0.022
22.115	4.773	2542	1.299	seq_13579_7034	0.013
23.11	5.028	2542	1.452	seq_13579_7036	0.007
22.191	4.891	2542	1.362	seq_13579_7035	0.022
24.492	5.195	2541	1.417	seq_13579_7037	0.026
22.207	4.809	2541	1.301	seq_13579_7038	0.012
22.328	4.847	2542	1.399	seq_13579_7040	0.022
22.196	4.756	2542	1.288	seq_13579_7041	0.005
22.135	4.772	2541	1.283	seq_13579_7042	0.012
22.242	4.872	2541	1.408	seq_13579_7043	0.008
21.988	4.63	2542	1.231	seq_13579_7039	0.031
21.969	4.776	2540	1.295	seq_13579_7045	0.008
22.931	4.989	2540	1.344	seq_13579_7046	0.014
20.414	4.469	2540	1.216	seq_13579_7047	0.011
23.394	4.896	2541	1.311	seq_13579_7044	0.031
22.841	4.972	2541	1.364	seq_13579_7048	0.02
23.196	4.945	2541	1.395	seq_13579_7049	0.03
23.455	5.041	2540	1.414	seq_13579_7050	0.028
22.452	4.803	2541	1.277	seq_13579_7052	0.006
21.86	4.667	2540	1.206	seq_13579_7053	0.028
22.359	4.797	2540	1.276	seq_13579_7054	0.013
22.422	4.894	2541	1.382	seq_13579_7056	0.017
22.333	4.803	2540	1.297	seq_13579_7051	0.018
22.463	4.825	2540	1.296	seq_13579_7057	0.017
23.866	4.913	2540	1.311	seq_13579_7055	0.059
24.858	5.228	2540	1.305	seq_13579_7058	0.007
23.365	5.078	2540	1.351	seq_13579_7059	0.017
23.107	4.972	2540	1.371	seq_13579_7061	0.028
23.822	5.02	2539	1.413	seq_13579_7060	0.032
21.953	4.759	2539	1.287	seq_13579_7062	0.01
21.064	4.756	2539	1.334	seq_13579_7064	0.024
23.148	4.957	2539	1.325	seq_13579_7066	0.026
22.425	4.813	2539	1.302	seq_13579_7063	0.015
22.588	4.817	2539	1.323	seq_13579_7067	0.019
22.917	4.929	2538	1.284	seq_13579_7068	0.016
22.089	4.779	2539	1.282	seq_13579_7065	0.013
22.574	4.73	2539	1.261	seq_13579_7069	0.029
22.975	4.959	2539	1.356	seq_13579_7070	0.022
23.178	4.998	2538	1.341	seq_13579_7071	0.026
22.256	4.788	2538	1.297	seq_13579_7072	0.015
20.307	4.499	2539	1.187	seq_13579_7074	0.006
20.11	4.414	2538	1.238	seq_13579_7075	0.005
22.95	4.921	2537	1.374	seq_13579_7077	0.03
22.683	4.838	2539	1.257	seq_13579_7073	0.006
21.535	4.565	2537	1.217	seq_13579_7078	0.011
22.18	4.788	2537	1.291	seq_13579_7076	0.014
25.342	5.325	2538	1.398	seq_13579_7080	0.033
23.283	4.899	2537	1.303	seq_13579_7079	0.019
23.839	5.104	2537	1.332	seq_13579_7081	0.018
22.302	4.899	2536	1.378	seq_13579_7082	0.014
23.001	5.004	2537	1.347	seq_13579_7083	0.016
23.002	4.794	2536	1.317	seq_13579_7085	0.039
22.636	4.906	2536	1.349	seq_13579_7087	0.022
20.268	4.456	2535	1.207	seq_13579_7089	0.004
20.056	4.208	2537	1.209	seq_13579_7088	0.105
22.864	4.991	2537	1.377	seq_13579_7084	0.016
22.274	4.794	2535	1.276	seq_13579_7090	0.013
23.74	5.027	2536	1.392	seq_13579_7086	0.028
21.913	4.765	2535	1.298	seq_13579_7091	0.013
22.071	4.915	2536	1.399	seq_13579_7092	0.017
23.277	4.913	2536	1.429	seq_13579_7093	0.047
22.084	4.775	2535	1.292	seq_13579_7094	0.011
22.311	4.75	2536	1.281	seq_13579_7095	0.041
23.809	4.974	2535	1.311	seq_13579_7097	0.033
22.466	4.805	2535	1.32	seq_13579_7099	0.034
22.123	4.647	2535	1.325	seq_13579_7096	0.021
22.689	4.716	2535	1.331	seq_13579_7100	0.017
22.734	4.977	2534	1.355	seq_13579_7101	0.018
24.677	5.202	2535	1.364	seq_13579_7098	0.017
22.654	4.808	2535	1.286	seq_13579_7102	0.012
23.744	5.007	2534	1.39	seq_13579_7104	0.028
20.939	4.507	2534	1.269	seq_13579_7103	0.013
22.552	4.802	2535	1.245	seq_13579_7105	0.01
20.345	4.365	2535	1.24	seq_13579_7107	0.017
22.492	4.841	2534	1.308	seq_13579_7108	0.013
22.104	4.786	2533	1.295	seq_13579_7110	0.013
23.636	4.887	2534	1.298	seq_13579_7106	0.034
22.573	4.855	2533	1.31	seq_13579_7111	0.013
22.371	4.832	2533	1.304	seq_13579_7112	0.011
22.45	4.813	2534	1.3	seq_13579_7109	0.015
22.11	4.741	2533	1.229	seq_13579_7113	0.019
22.398	4.81	2533	1.295	seq_13579_7115	0.011
22.508	4.808	2534	1.249	seq_13579_7114	0.011
22.56	4.832	2533	1.254	seq_13579_7116	0.011
22.131	4.787	2532	1.291	seq_13579_7118	0.01
22.182	4.736	2533	1.308	seq_13579_7119	0.022
20.923	4.608	2533	1.293	seq_13579_7117	0.028
22.112	4.779	2532	1.31	seq_13579_7122	0.013
22.678	4.757	2532	1.171	seq_13579_7121	0.034
21.872	4.772	2532	1.303	seq_13579_7120	0.009
19.666	4.483	2532	1.239	seq_13579_7124	0.003
22.023	4.767	2532	1.301	seq_13579_7123	0.013
23.845	5.037	2532	1.274	seq_13579_7125	0.007
19.84	4.316	2532	1.168	seq_13579_7126	0.007
21.157	4.624	2531	1.199	seq_13579_7128	0.017
22.407	4.767	2532	1.236	seq_13579_7131	0.024
23.485	5.089	2531	1.378	seq_13579_7129	0.017
22.48	4.877	2531	1.355	seq_13579_7132	0.028
21.989	4.688	2532	1.222	seq_13579_7133	0.023
23.515	4.893	2531	1.281	seq_13579_7127	0.033
22.049	4.771	2532	1.294	seq_13579_7130	0.014
22.254	4.798	2531	1.296	seq_13579_7134	0.014
19.578	4.309	2531	1.2	seq_13579_7135	0.005
23.346	4.985	2530	1.364	seq_13579_7136	0.034
22.986	4.857	2531	1.288	seq_13579_7137	0.019
22.369	4.791	2530	1.291	seq_13579_7139	0.013
23.921	4.956	2531	1.31	seq_13579_7138	0.009
22.191	4.8	2530	1.281	seq_13579_7142	0.013
22.127	4.768	2530	1.27	seq_13579_7140	0.011
23.792	5.08	2530	1.374	seq_13579_7143	0.025
22.398	4.83	2530	1.298	seq_13579_7144	0.012
22.957	4.887	2530	1.269	seq_13579_7141	0.009
20.682	4.505	2530	1.249	seq_13579_7146	0.007
22.44	4.843	2530	1.269	seq_13579_7145	0.006
22.373	4.834	2530	1.306	seq_13579_7147	0.006
21.125	4.6	2530	1.245	seq_13579_7148	0.01
22.516	4.796	2529	1.303	seq_13579_7150	0.015
21.834	4.729	2529	1.295	seq_13579_7151	0.014
22.132	4.796	2529	1.299	seq_13579_7153	0.009
21.777	4.66	2530	1.275	seq_13579_7154	0.016
21.084	4.753	2530	1.33	seq_13579_7149	0.025
24.442	5.118	2529	1.435	seq_13579_7155	0.034
22.202	4.821	2529	1.314	seq_13579_7152	0.012
19.774	4.312	2529	1.223	seq_13579_7157	0.005
22.633	4.899	2529	1.28	seq_13579_7156	0.028
22.697	4.735	2529	1.172	seq_13579_7158	0.037
22.7	4.864	2529	1.216	seq_13579_7159	0.056
22.411	4.843	2529	1.272	seq_13579_7160	0.006
22.751	4.777	2530	1.347	seq_13579_7162	0.027
20.384	4.518	2529	1.161	seq_13579_7164	0.008
22.239	4.786	2529	1.297	seq_13579_7161	0.017
22.73	4.758	2528	1.171	seq_13579_7166	0.035
22.141	4.78	2528	1.279	seq_13579_7165	0.015
23.833	5.072	2528	1.402	seq_13579_7167	0.03
21.405	4.571	2529	1.238	seq_13579_7163	0.013
22.864	4.78	2529	1.345	seq_13579_7168	0.025
22.239	4.791	2528	1.295	seq_13579_7169	0.014
22.358	4.695	2528	1.267	seq_13579_7170	0.079
22.267	4.723	2528	1.255	seq_13579_7172	0.029
22.687	4.754	2528	1.17	seq_13579_7173	0.035
22.201	4.722	2528	1.333	seq_13579_7174	0.071
22.032	4.78	2528	1.301	seq_13579_7171	0.011
20.588	4.601	2528	1.199	seq_13579_7176	0.021
22.918	4.802	2528	1.303	seq_13579_7175	0.043
23.661	4.973	2527	1.406	seq_13579_7177	0.034
22.071	4.728	2527	1.269	seq_13579_7178	0.007
22.115	4.782	2527	1.296	seq_13579_7179	0.011
20.679	4.441	2528	1.184	seq_13579_7181	0.019
22.378	4.903	2527	1.375	seq_13579_7180	0.02
23.349	4.962	2527	1.32	seq_13579_7183	0.017
22.173	4.77	2526	1.266	seq_13579_7185	0.013
22.819	4.88	2527	1.254	seq_13579_7186	0.005
23.374	5.048	2526	1.392	seq_13579_7187	0.018
23.15	4.958	2526	1.369	seq_13579_7188	0.028
22.066	4.784	2527	1.289	seq_13579_7182	0.01
22.635	4.983	2528	1.378	seq_13579_7184	0.017
22.161	4.814	2526	1.311	seq_13579_7189	0.011
22.945	4.814	2526	1.358	seq_13579_7190	0.023
21.307	4.642	2527	1.379	seq_13579_7191	0.026
23.672	5.002	2527	1.394	seq_13579_7192	0.028
23.574	4.996	2526	1.33	seq_13579_7193	0.019
22.327	4.895	2526	1.357	seq_13579_7194	0.017
21.754	4.614	2526	1.194	seq_13579_7197	0.026
21.647	4.672	2526	1.231	seq_13579_7195	0.017
21.252	4.643	2526	1.186	seq_13579_7196	0.037
22.013	4.743	2525	1.251	seq_13579_7198	0.011
22.007	4.768	2525	1.301	seq_13579_7200	0.01
22.419	4.84	2525	1.283	seq_13579_7199	0.011
22.03	4.766	2526	1.292	seq_13579_7201	0.013
22.088	4.783	2525	1.3	seq_13579_7202	0.01
22.087	4.79	2525	1.285	seq_13579_7203	0.009
22.25	4.794	2524	1.285	seq_13579_7207	0.011
23.377	5.021	2524	1.38	seq_13579_7206	0.018
19.668	4.33	2525	1.185	seq_13579_7209	0.004
23.114	5.034	2524	1.344	seq_13579_7208	0.026
21.213	4.582	2525	1.18	seq_13579_7210	0.03
22.186	4.785	2525	1.281	seq_13579_7204	0.013
21.576	4.675	2525	1.251	seq_13579_7205	0.008
24.676	5.145	2524	1.506	seq_13579_7211	0.015
22.285	4.806	2524	1.296	seq_13579_7212	0.014
19.741	4.291	2524	1.199	seq_13579_7214	0.007
22.491	4.875	2525	1.373	seq_13579_7213	0.023
22.36	4.739	2524	1.304	seq_13579_7215	0.011
22.052	4.785	2524	1.293	seq_13579_7216	0.011
22.9	4.945	2523	1.308	seq_13579_7219	0.039
21.888	4.747	2523	1.292	seq_13579_7217	0.01
25.798	5.297	2524	1.747	seq_13579_7218	0.042
22.888	4.899	2523	1.331	seq_13579_7220	0.016
21.988	4.767	2523	1.302	seq_13579_7221	0.012
21.372	4.576	2524	1.215	seq_13579_7222	0.023
22.508	4.805	2523	1.382	seq_13579_7224	0.015
21.528	4.667	2523	1.205	seq_13579_7223	0.009
22.492	4.817	2522	1.301	seq_13579_7225	0.015
21.776	4.792	2522	1.376	seq_13579_7228	0.01
23.792	5.015	2522	1.389	seq_13579_7229	0.035
21.973	4.76	2522	1.28	seq_13579_7231	0.011
22.578	4.835	2522	1.3	seq_13579_7230	0.014
24.615	5.205	2522	1.435	seq_13579_7232	0.038
21.921	4.758	2522	1.306	seq_13579_7226	0.013
22.108	4.795	2522	1.29	seq_13579_7227	0.008
21.085	4.584	2522	1.33	seq_13579_7233	0.04
21.987	4.818	2522	1.362	seq_13579_7234	0.029
22.169	4.807	2522	1.3	seq_13579_7235	0.013
21.205	4.771	2522	1.346	seq_13579_7236	0.024
23.161	4.842	2521	1.29	seq_13579_7237	0.059
22.525	4.908	2521	1.359	seq_13579_7238	0.027
23.764	4.916	2521	1.344	seq_13579_7241	0.036
22.348	4.815	2521	1.259	seq_13579_7242	0.019
22.179	4.752	2522	1.25	seq_13579_7239	0.003
22.829	4.877	2521	1.276	seq_13579_7240	0.031
21.913	4.736	2522	1.266	seq_13579_7243	0.012
22.591	4.875	2522	1.289	seq_13579_7244	0.01
23.102	4.963	2521	1.305	seq_13579_7245	0.032
22.036	4.735	2522	1.215	seq_13579_7246	0.019
23.04	4.864	2521	1.325	seq_13579_7247	0.025
22.629	4.837	2521	1.264	seq_13579_7248	0.007
22.304	4.755	2521	1.266	seq_13579_7251	0.006
22.445	4.821	2520	1.319	seq_13579_7252	0.02
22.494	4.818	2521	1.243	seq_13579_7253	0.005
22.143	4.794	2520	1.287	seq_13579_7250	0.013
22.328	4.784	2521	1.258	seq_13579_7249	0.005
22.283	4.799	2520	1.293	seq_13579_7254	0.014
22.01	4.707	2520	1.329	seq_13579_7255	0.025
22.258	4.795	2520	1.328	seq_13579_7256	0.017
22.16	4.759	2519	1.22	seq_13579_7257	0.021
23.162	4.918	2520	1.34	seq_13579_7258	0.013
21.313	4.616	2519	1.22	seq_13579_7259	0.008
22.631	4.797	2520	1.157	seq_13579_7262	0.049
22.604	4.826	2519	1.212	seq_13579_7264	0.031
23.525	4.989	2519	1.328	seq_13579_7265	0.016
23.224	4.909	2519	1.273	seq_13579_7263	0.023
22.134	4.794	2519	1.3	seq_13579_7260	0.01
20.515	4.37	2519	1.235	seq_13579_7266	0.064
22.238	4.743	2520	1.249	seq_13579_7261	0.008
22.154	4.786	2519	1.285	seq_13579_7267	0.011
22.665	4.864	2518	1.15	seq_13579_7268	0.025
22.119	4.781	2518	1.289	seq_13579_7269	0.012
23.133	5.001	2519	1.347	seq_13579_7270	0.015
22.525	4.836	2518	1.363	seq_13579_7273	0.028
22.307	4.82	2518	1.303	seq_13579_7271	0.013
22.144	4.777	2518	1.293	seq_13579_7272	0.017
22.795	4.943	2518	1.367	seq_13579_7274	0.018
23.074	4.898	2519	1.294	seq_13579_7275	0.006
22.128	4.772	2518	1.295	seq_13579_7276	0.014
22.903	4.856	2518	1.383	seq_13579_7278	0.038
22.788	4.891	2518	1.388	seq_13579_7277	0.041
22.18	4.787	2518	1.289	seq_13579_7280	0.014
21.732	4.821	2519	1.344	seq_13579_7279	0.008
22.043	4.799	2518	1.305	seq_13579_7283	0.008
22.851	4.93	2517	1.369	seq_13579_7286	0.023
23.285	4.98	2517	1.362	seq_13579_7285	0.031
21.377	4.551	2518	1.203	seq_13579_7284	0.017
20.487	4.476	2517	1.247	seq_13579_7287	0.006
22.067	4.667	2517	1.246	seq_13579_7288	0.012
22.047	4.761	2518	1.289	seq_13579_7281	0.013
20.62	4.465	2519	1.218	seq_13579_7282	0.011
23.652	5.007	2518	1.307	seq_13579_7291	0.017
22.19	4.802	2517	1.286	seq_13579_7290	0.008
23.668	5.028	2517	1.316	seq_13579_7289	0.015
22.323	4.824	2517	1.293	seq_13579_7292	0.01
22.002	4.767	2517	1.288	seq_13579_7293	0.009
21.755	4.606	2517	1.262	seq_13579_7294	0.064
23.6	5.041	2517	1.368	seq_13579_7295	0.027
22.295	4.813	2517	1.301	seq_13579_7296	0.013
