pPseAAC_1	pPseAAC_10	pPseAAC_11	pPseAAC_12	pPseAAC_13	pPseAAC_14	pPseAAC_15	pPseAAC_16	pPseAAC_17	pPseAAC_18	pPseAAC_19	pPseAAC_2	pPseAAC_20	pPseAAC_3	pPseAAC_4	pPseAAC_5	pPseAAC_6	pPseAAC_7	pPseAAC_8	pPseAAC_9	prot_ID
0.0506	0.049	0.049	0.0478	0.0504	0.0495	0.0496	0.0497	0.0496	0.0499	0.0494	0.0508	0.0495	0.0514	0.0516	0.0505	0.0496	0.0496	0.0511	0.0516	seq_45132_4150
0.0511	0.0496	0.0502	0.0509	0.0491	0.0501	0.0497	0.0508	0.0491	0.0488	0.0483	0.0494	0.0497	0.0518	0.0493	0.0517	0.0492	0.0506	0.0508	0.0497	seq_45132_4148
0.0495	0.0503	0.0499	0.0492	0.0503	0.051	0.0493	0.0482	0.0502	0.0509	0.0494	0.0538	0.0501	0.0498	0.0476	0.0507	0.0514	0.0503	0.0482	0.05	seq_45132_4152
0.0526	0.0502	0.0507	0.0496	0.0501	0.0495	0.0501	0.0495	0.0506	0.0487	0.0501	0.0507	0.0493	0.0504	0.05	0.0506	0.0504	0.049	0.0486	0.0494	seq_45132_4151
0.0521	0.0507	0.0507	0.0498	0.0506	0.0487	0.0479	0.0503	0.05	0.0498	0.0488	0.0506	0.0489	0.0508	0.0519	0.0504	0.0495	0.0499	0.0494	0.0491	seq_45132_4154
0.0517	0.0498	0.0493	0.0507	0.0492	0.051	0.0496	0.0501	0.0494	0.0494	0.0498	0.0492	0.0494	0.0516	0.0493	0.0513	0.049	0.0495	0.0512	0.0495	seq_45132_4153
0.0515	0.0495	0.0504	0.0489	0.0492	0.0506	0.0496	0.0502	0.0493	0.0505	0.0496	0.0523	0.0489	0.0491	0.0482	0.0502	0.0517	0.0509	0.0497	0.0498	seq_45132_4155
0.0515	0.0502	0.0489	0.0494	0.0515	0.0501	0.0495	0.0492	0.0496	0.0501	0.0492	0.054	0.0495	0.0493	0.048	0.0515	0.0506	0.0496	0.0485	0.0495	seq_45132_4156
0.0525	0.0477	0.05	0.0498	0.0499	0.0496	0.0494	0.0512	0.0501	0.0493	0.051	0.0493	0.0489	0.0496	0.0524	0.0498	0.0503	0.0492	0.049	0.0511	seq_45132_4157
0.0506	0.0496	0.0501	0.0487	0.0499	0.0506	0.0492	0.0502	0.0499	0.0512	0.0506	0.0482	0.0494	0.0519	0.0503	0.0499	0.0508	0.0513	0.049	0.0488	seq_45132_4159
0.0509	0.051	0.0505	0.049	0.0507	0.0494	0.0498	0.05	0.0493	0.0493	0.0497	0.0504	0.0508	0.0492	0.0504	0.0507	0.0502	0.0514	0.0486	0.0486	seq_45132_4160
0.0507	0.0493	0.0494	0.0504	0.0495	0.0492	0.0484	0.0503	0.0508	0.0491	0.0498	0.0513	0.0502	0.0494	0.051	0.0509	0.0507	0.0495	0.0491	0.0511	seq_45132_4161
0.0522	0.0492	0.05	0.0505	0.0496	0.0499	0.0498	0.0512	0.049	0.0496	0.0487	0.0485	0.0497	0.0519	0.0495	0.0515	0.0494	0.0487	0.051	0.0499	seq_45132_4158
0.0511	0.0497	0.0491	0.0504	0.0488	0.0504	0.0506	0.0502	0.0489	0.0491	0.0494	0.053	0.0499	0.0497	0.0481	0.0523	0.0507	0.049	0.0495	0.0501	seq_45132_4162
0.0506	0.05	0.0484	0.0496	0.0504	0.05	0.0493	0.0492	0.051	0.0502	0.0487	0.0519	0.0487	0.0502	0.0508	0.0509	0.0497	0.0502	0.05	0.0501	seq_45132_4163
0.0515	0.0496	0.0508	0.0497	0.0488	0.0499	0.0497	0.0496	0.0494	0.0495	0.0501	0.0493	0.0498	0.0522	0.0526	0.0495	0.0499	0.0488	0.0491	0.0501	seq_45132_4164
0.0517	0.0497	0.05	0.0493	0.0496	0.0495	0.0499	0.0501	0.0513	0.0509	0.0496	0.0495	0.0502	0.0493	0.0514	0.0495	0.0497	0.0493	0.0497	0.05	seq_45132_4165
0.0503	0.0498	0.0495	0.0495	0.0497	0.0502	0.0501	0.0493	0.0491	0.0499	0.0503	0.052	0.0504	0.0502	0.0505	0.0504	0.0507	0.0487	0.0499	0.0497	seq_45132_4166
0.0511	0.0497	0.0497	0.0501	0.0493	0.0506	0.0495	0.0499	0.0492	0.0506	0.0504	0.048	0.0508	0.0509	0.0491	0.0506	0.0502	0.0495	0.051	0.0499	seq_45132_4167
0.0506	0.0496	0.0498	0.0503	0.0492	0.0503	0.0503	0.0484	0.049	0.0483	0.0503	0.0539	0.0502	0.0505	0.0502	0.0511	0.0516	0.0491	0.0485	0.0487	seq_45132_4170
0.0494	0.0506	0.0508	0.0495	0.0486	0.0501	0.0497	0.0501	0.0487	0.0495	0.0512	0.051	0.0505	0.0507	0.0497	0.0504	0.0497	0.05	0.0496	0.0503	seq_45132_4168
0.0515	0.0496	0.0496	0.0489	0.0499	0.0498	0.0511	0.0506	0.0494	0.0489	0.0503	0.0512	0.0487	0.0514	0.0493	0.0497	0.0495	0.0506	0.0501	0.0498	seq_45132_4169
0.0501	0.0501	0.0504	0.0484	0.0506	0.0496	0.0494	0.05	0.0514	0.0515	0.0494	0.0501	0.0495	0.0507	0.0504	0.0501	0.0489	0.0509	0.0501	0.0486	seq_45132_4171
0.0496	0.0467	0.0486	0.0516	0.0531	0.0518	0.0519	0.0518	0.0485	0.0435	0.0477	0.0521	0.0487	0.0512	0.0546	0.0543	0.0516	0.0524	0.0489	0.0413	seq_45132_4174
0.0512	0.051	0.049	0.0496	0.0502	0.0503	0.0503	0.0499	0.0488	0.0493	0.0502	0.0511	0.0488	0.0498	0.0495	0.0512	0.0504	0.0498	0.05	0.0497	seq_45132_4173
0.0512	0.0504	0.05	0.0488	0.0502	0.0491	0.0502	0.0507	0.0509	0.0486	0.0508	0.0531	0.0506	0.0491	0.0481	0.0505	0.0507	0.0474	0.0497	0.05	seq_45132_4172
0.0498	0.0501	0.049	0.0488	0.0481	0.0499	0.05	0.0499	0.0508	0.0499	0.0493	0.0509	0.0513	0.0503	0.0506	0.0501	0.051	0.0502	0.0497	0.0501	seq_45132_4175
0.0514	0.0491	0.0482	0.0516	0.0476	0.0504	0.0501	0.0514	0.0491	0.0507	0.0501	0.0496	0.0489	0.0515	0.0495	0.0514	0.0503	0.0509	0.0487	0.0492	seq_45132_4179
0.0513	0.0506	0.0495	0.0497	0.0502	0.0498	0.049	0.0496	0.0502	0.0496	0.0494	0.053	0.0504	0.0487	0.048	0.0502	0.0513	0.0495	0.0493	0.0505	seq_45132_4176
0.0514	0.0494	0.0506	0.0507	0.0491	0.0506	0.0492	0.0506	0.0482	0.0504	0.05	0.0484	0.0507	0.0508	0.0496	0.0515	0.0492	0.0493	0.0495	0.0509	seq_45132_4177
0.0517	0.0491	0.0498	0.05	0.0504	0.0493	0.0486	0.0514	0.0506	0.0505	0.0494	0.0542	0.0506	0.0486	0.0459	0.0507	0.0516	0.0483	0.0488	0.0504	seq_45132_4178
0.0528	0.0501	0.0486	0.0479	0.0495	0.0512	0.0502	0.0493	0.0488	0.0504	0.0498	0.0551	0.0489	0.0511	0.0482	0.0497	0.0516	0.0482	0.0488	0.0497	seq_45132_4180
0.05	0.0502	0.0506	0.05	0.0505	0.0491	0.051	0.0494	0.0486	0.05	0.0491	0.0514	0.0505	0.0492	0.0493	0.0507	0.0514	0.0489	0.0497	0.0504	seq_45132_4181
0.0522	0.05	0.0497	0.0504	0.0497	0.0502	0.0498	0.0506	0.0487	0.0493	0.0493	0.0478	0.0498	0.0519	0.0498	0.0518	0.0495	0.049	0.0507	0.0498	seq_45132_4182
0.0519	0.0497	0.0506	0.0504	0.0492	0.0489	0.05	0.0503	0.0492	0.0491	0.05	0.0518	0.0499	0.0498	0.0511	0.0498	0.0505	0.0505	0.0487	0.0486	seq_45132_4184
0.0519	0.0494	0.0513	0.05	0.05	0.0501	0.0497	0.0508	0.05	0.0503	0.0495	0.0498	0.0512	0.049	0.0513	0.0488	0.0496	0.0491	0.0496	0.0486	seq_45132_4183
0.0521	0.0503	0.0494	0.0506	0.0501	0.0503	0.0501	0.0506	0.0487	0.0494	0.0493	0.0477	0.0497	0.052	0.0498	0.0516	0.0494	0.0489	0.0506	0.0495	seq_45132_4185
0.0502	0.0501	0.0496	0.049	0.0485	0.0511	0.0511	0.05	0.0484	0.0498	0.05	0.0531	0.05	0.0505	0.0485	0.0505	0.0504	0.0498	0.049	0.0505	seq_45132_4186
0.0499	0.0486	0.0492	0.05	0.0506	0.0504	0.05	0.051	0.049	0.0494	0.0501	0.0507	0.0506	0.0508	0.0494	0.052	0.0495	0.0499	0.0497	0.0493	seq_45132_4187
0.0514	0.0501	0.0512	0.0491	0.0492	0.0506	0.0492	0.0488	0.0492	0.0503	0.0497	0.0545	0.0499	0.0499	0.0487	0.0502	0.0512	0.0486	0.0494	0.0488	seq_45132_4188
0.051	0.049	0.0503	0.0479	0.0471	0.0502	0.047	0.05	0.0508	0.0506	0.051	0.0494	0.0498	0.0521	0.051	0.0508	0.0517	0.051	0.0481	0.0513	seq_45132_4190
0.0515	0.0504	0.0492	0.0483	0.0496	0.0495	0.0486	0.0491	0.0511	0.05	0.0485	0.0548	0.0495	0.049	0.0482	0.0501	0.0531	0.0493	0.0494	0.0506	seq_45132_4192
0.0516	0.05	0.0504	0.0502	0.0492	0.0508	0.0501	0.0509	0.0489	0.0493	0.0493	0.0492	0.0497	0.0507	0.049	0.0523	0.049	0.0507	0.0497	0.0491	seq_45132_4194
0.0521	0.0495	0.0506	0.0502	0.0498	0.0507	0.0487	0.0506	0.0487	0.0497	0.0487	0.0499	0.0503	0.0512	0.0495	0.0524	0.0488	0.0498	0.0496	0.0492	seq_45132_4193
0.052	0.0496	0.0506	0.0502	0.0496	0.0505	0.0487	0.0506	0.0488	0.0498	0.0487	0.0499	0.0502	0.0514	0.0496	0.0525	0.0488	0.0498	0.0497	0.0492	seq_45132_4189
0.0512	0.05	0.0489	0.0496	0.0497	0.0495	0.0517	0.0496	0.0495	0.0491	0.0493	0.0532	0.0504	0.0492	0.0486	0.0504	0.0517	0.0483	0.05	0.05	seq_45132_4195
0.0518	0.0494	0.0505	0.0502	0.0496	0.0504	0.0488	0.0508	0.0486	0.0495	0.0487	0.0498	0.0502	0.0516	0.0499	0.0527	0.0486	0.0499	0.0498	0.0493	seq_45132_4191
0.049	0.0502	0.0483	0.0507	0.0507	0.0501	0.0517	0.0498	0.0495	0.0495	0.0508	0.0518	0.0497	0.0479	0.0484	0.0514	0.0506	0.0493	0.0501	0.0503	seq_45132_4196
0.05	0.0495	0.0502	0.0511	0.0496	0.049	0.0505	0.0507	0.0491	0.0492	0.049	0.0539	0.0503	0.0487	0.0479	0.0508	0.0514	0.0486	0.0498	0.0507	seq_45132_4197
0.0509	0.0495	0.0506	0.0502	0.0501	0.0496	0.0498	0.0495	0.0489	0.0505	0.0497	0.0487	0.049	0.0512	0.0496	0.0517	0.0498	0.0504	0.0497	0.0506	seq_45132_4198
0.0512	0.0498	0.0486	0.0507	0.0481	0.0494	0.0482	0.0501	0.0507	0.0487	0.0508	0.0518	0.05	0.0511	0.0505	0.0502	0.0517	0.049	0.0486	0.0507	seq_45132_4199
0.0509	0.0496	0.0492	0.0489	0.0499	0.0494	0.0493	0.0495	0.0504	0.0497	0.05	0.051	0.0503	0.0496	0.0503	0.05	0.0502	0.0501	0.0507	0.0509	seq_45132_4200
0.0512	0.0496	0.0506	0.0499	0.0499	0.0477	0.0497	0.0508	0.0497	0.0483	0.0507	0.0551	0.05	0.0486	0.0474	0.052	0.0502	0.0492	0.0491	0.0505	seq_45132_4202
0.0506	0.0486	0.0532	0.0506	0.0502	0.0493	0.0497	0.051	0.0484	0.0494	0.0482	0.0466	0.0505	0.0532	0.0501	0.0508	0.0495	0.05	0.0496	0.0506	seq_45132_4201
0.0506	0.0497	0.0496	0.0503	0.0504	0.0482	0.05	0.049	0.0503	0.0484	0.0494	0.0534	0.0498	0.0505	0.0489	0.051	0.0505	0.0501	0.0501	0.0497	seq_45132_4203
0.0512	0.05	0.0492	0.0491	0.0494	0.0485	0.05	0.0494	0.0505	0.0508	0.0502	0.0479	0.0481	0.0522	0.0498	0.0516	0.0511	0.0506	0.0499	0.0505	seq_45132_4204
0.0503	0.0492	0.0489	0.0496	0.0511	0.0496	0.0501	0.0499	0.0497	0.0507	0.0498	0.0545	0.0506	0.0495	0.0477	0.0503	0.0502	0.0483	0.0503	0.0497	seq_45132_4205
0.0518	0.0496	0.0486	0.0504	0.0497	0.0493	0.0499	0.0491	0.05	0.0498	0.0492	0.0543	0.051	0.0485	0.049	0.0499	0.0505	0.0508	0.0484	0.0502	seq_45132_4206
0.0498	0.0507	0.0498	0.0509	0.0499	0.0501	0.0501	0.0498	0.0505	0.0493	0.0506	0.054	0.0491	0.048	0.0477	0.0501	0.0508	0.0479	0.049	0.0519	seq_45132_4208
0.0519	0.051	0.0499	0.0494	0.0507	0.0502	0.0493	0.0502	0.0497	0.0505	0.0496	0.0502	0.0505	0.0487	0.0512	0.0496	0.0493	0.05	0.0499	0.0484	seq_45132_4207
0.0495	0.0496	0.0508	0.049	0.05	0.0494	0.0503	0.0501	0.0494	0.0497	0.0498	0.051	0.0498	0.0506	0.0505	0.0504	0.0509	0.0499	0.0501	0.0492	seq_45132_4211
0.0504	0.05	0.0508	0.0496	0.05	0.0496	0.0481	0.0495	0.0502	0.0501	0.0497	0.0502	0.0489	0.0511	0.0511	0.049	0.0523	0.0493	0.0501	0.0499	seq_45132_4209
0.0506	0.0493	0.0502	0.0487	0.0487	0.0493	0.0499	0.0512	0.0496	0.0489	0.0512	0.0497	0.0497	0.0516	0.0528	0.0494	0.0507	0.0502	0.0479	0.0503	seq_45132_4210
0.0527	0.0497	0.051	0.0505	0.0501	0.0491	0.0496	0.049	0.0492	0.05	0.0493	0.0486	0.0489	0.0525	0.0503	0.0508	0.0507	0.049	0.0496	0.0493	seq_45132_4212
0.053	0.0498	0.0506	0.0495	0.0514	0.0498	0.0499	0.05	0.0498	0.0497	0.0497	0.0495	0.0496	0.0492	0.0512	0.0495	0.0496	0.0496	0.0496	0.0489	seq_45132_4213
0.0498	0.0491	0.0503	0.049	0.0497	0.0489	0.0486	0.0505	0.0495	0.0488	0.0502	0.0539	0.0501	0.0501	0.0483	0.0514	0.0516	0.048	0.0495	0.0527	seq_45132_4217
0.0522	0.0497	0.0498	0.0494	0.0485	0.0505	0.0502	0.0499	0.0496	0.0497	0.0506	0.0493	0.0489	0.0517	0.0517	0.0503	0.0493	0.0493	0.0511	0.0482	seq_45132_4214
0.0499	0.0499	0.0489	0.0493	0.0497	0.0497	0.0496	0.0494	0.0505	0.0496	0.0505	0.052	0.0508	0.0501	0.0491	0.0506	0.05	0.0494	0.0497	0.0514	seq_45132_4215
0.0512	0.0491	0.0505	0.0504	0.0492	0.0506	0.0499	0.0492	0.0499	0.0503	0.05	0.0521	0.0504	0.0497	0.0483	0.0492	0.0519	0.0499	0.0485	0.0497	seq_45132_4216
0.0502	0.0498	0.0492	0.0495	0.0499	0.0497	0.051	0.05	0.0492	0.0512	0.0502	0.051	0.0501	0.0507	0.0494	0.0498	0.049	0.0507	0.0499	0.0494	seq_45132_4220
0.0514	0.0513	0.0503	0.0499	0.0497	0.0494	0.049	0.0507	0.0505	0.0509	0.0504	0.0499	0.0508	0.0498	0.0507	0.0485	0.0486	0.0494	0.0494	0.0493	seq_45132_4219
0.0516	0.0508	0.0492	0.0506	0.0489	0.0496	0.0502	0.0501	0.0496	0.0494	0.0497	0.0515	0.0495	0.0494	0.0513	0.0497	0.0506	0.05	0.0497	0.0484	seq_45132_4218
0.0517	0.0505	0.0498	0.0495	0.0492	0.05	0.0495	0.0497	0.048	0.0497	0.0494	0.0505	0.0502	0.0518	0.0515	0.0498	0.0496	0.0496	0.0505	0.0494	seq_45132_4222
0.052	0.0496	0.0503	0.0499	0.0513	0.0488	0.0492	0.0509	0.0495	0.0485	0.0505	0.0498	0.0498	0.0509	0.0512	0.0494	0.05	0.0489	0.0496	0.0499	seq_45132_4221
0.052	0.0497	0.0513	0.0492	0.0498	0.0492	0.0503	0.0505	0.0497	0.05	0.0502	0.0492	0.0495	0.0493	0.0513	0.0504	0.0499	0.05	0.0499	0.0487	seq_45132_4226
0.0503	0.05	0.0505	0.0496	0.0509	0.0488	0.0504	0.0502	0.0508	0.0504	0.0489	0.05	0.0504	0.0509	0.0498	0.049	0.0485	0.0497	0.0507	0.0502	seq_45132_4223
0.0503	0.0495	0.0509	0.0491	0.051	0.0501	0.0507	0.0495	0.0502	0.0485	0.049	0.0521	0.0499	0.0486	0.0482	0.0506	0.0515	0.0493	0.0501	0.0509	seq_45132_4224
0.0513	0.0496	0.0508	0.0499	0.0494	0.0508	0.049	0.0503	0.0493	0.0495	0.0492	0.0489	0.0496	0.0521	0.0493	0.0518	0.0491	0.0503	0.05	0.05	seq_45132_4225
0.0518	0.0496	0.049	0.0498	0.0516	0.049	0.0496	0.048	0.0511	0.0477	0.0501	0.0502	0.0499	0.0526	0.0502	0.051	0.0509	0.0499	0.0489	0.0489	seq_45132_4227
0.0513	0.0496	0.0506	0.05	0.0492	0.0507	0.049	0.0502	0.0494	0.0495	0.0494	0.0488	0.0497	0.0522	0.0493	0.0517	0.0492	0.0502	0.05	0.05	seq_45132_4228
0.0514	0.0491	0.0512	0.0499	0.0503	0.0495	0.0482	0.0485	0.0487	0.0507	0.0502	0.0484	0.0495	0.0516	0.0508	0.0507	0.0513	0.0493	0.0501	0.0505	seq_45132_4229
0.0511	0.05	0.0507	0.0488	0.05	0.0491	0.0494	0.0499	0.0494	0.0508	0.0494	0.0505	0.0505	0.0499	0.0519	0.0511	0.0491	0.0496	0.0493	0.0495	seq_45132_4231
0.053	0.0506	0.0503	0.0495	0.0497	0.0501	0.0504	0.0492	0.0493	0.0494	0.0509	0.0528	0.0479	0.0495	0.047	0.0523	0.0495	0.0486	0.0489	0.051	seq_45132_4230
0.0518	0.0503	0.0482	0.0489	0.0498	0.0504	0.0503	0.05	0.0492	0.0493	0.0504	0.0553	0.0496	0.0492	0.0495	0.051	0.0499	0.0489	0.0482	0.0499	seq_45132_4232
0.0502	0.0497	0.0488	0.0518	0.0499	0.0488	0.0514	0.0506	0.0488	0.0497	0.0512	0.0533	0.05	0.0486	0.0474	0.0507	0.05	0.0488	0.0497	0.0506	seq_45132_4233
0.0512	0.0496	0.0488	0.0491	0.0503	0.0499	0.049	0.0498	0.0514	0.0507	0.0487	0.0508	0.051	0.0498	0.0489	0.0505	0.0508	0.0488	0.0508	0.0501	seq_45132_4234
0.0499	0.0503	0.0491	0.0493	0.0508	0.0498	0.0492	0.0506	0.0507	0.0493	0.0493	0.0543	0.049	0.0499	0.0476	0.051	0.0507	0.0494	0.0487	0.051	seq_45132_4236
0.0501	0.0488	0.0499	0.0497	0.0501	0.0488	0.0508	0.0487	0.0504	0.0496	0.0502	0.0517	0.0505	0.0502	0.0488	0.0494	0.051	0.0514	0.05	0.0497	seq_45132_4235
0.0512	0.0488	0.05	0.0508	0.0489	0.0497	0.0496	0.0503	0.0509	0.0499	0.0491	0.0555	0.0496	0.0496	0.0475	0.0509	0.0512	0.0488	0.0477	0.0501	seq_45132_4237
0.0504	0.0506	0.0502	0.0491	0.0501	0.0486	0.05	0.0496	0.0496	0.0501	0.0505	0.0528	0.0501	0.0495	0.049	0.0507	0.0507	0.0478	0.0502	0.0503	seq_45132_4238
0.0517	0.0513	0.0507	0.0495	0.0502	0.0492	0.0508	0.0501	0.0507	0.0483	0.0498	0.0508	0.0491	0.0498	0.0499	0.0512	0.0495	0.0476	0.0496	0.0501	seq_45132_4239
0.05	0.0502	0.0498	0.049	0.0489	0.0495	0.05	0.0504	0.0486	0.0493	0.0498	0.0505	0.0511	0.0509	0.0496	0.0506	0.0511	0.0496	0.0503	0.0507	seq_45132_4240
0.0506	0.0483	0.0505	0.0494	0.0508	0.0504	0.0491	0.0504	0.0509	0.0493	0.0515	0.0505	0.0499	0.0496	0.0491	0.0501	0.0514	0.0497	0.0493	0.0494	seq_45132_4241
0.0507	0.0507	0.0497	0.0488	0.0484	0.0508	0.0489	0.0499	0.048	0.0501	0.0502	0.05	0.0499	0.0537	0.0521	0.0504	0.0493	0.047	0.0497	0.0518	seq_45132_4245
0.0517	0.0508	0.0505	0.0489	0.0504	0.0494	0.0505	0.0493	0.0515	0.0488	0.05	0.0515	0.0487	0.0497	0.05	0.0506	0.0503	0.0478	0.0491	0.0505	seq_45132_4242
0.0521	0.0513	0.0497	0.0494	0.0493	0.0492	0.0493	0.0491	0.0494	0.0504	0.0484	0.0548	0.0488	0.0503	0.0478	0.051	0.0509	0.0496	0.05	0.0492	seq_45132_4246
0.0512	0.0509	0.0496	0.0485	0.0497	0.0508	0.0502	0.0492	0.0501	0.0496	0.0496	0.0536	0.0497	0.0494	0.0475	0.0519	0.0508	0.0485	0.05	0.0492	seq_45132_4243
0.0525	0.0508	0.0482	0.0466	0.0513	0.05	0.0494	0.0498	0.051	0.0507	0.0496	0.0448	0.0485	0.0534	0.051	0.0525	0.0507	0.0511	0.0497	0.0484	seq_45132_4244
0.05	0.0494	0.0499	0.0489	0.0491	0.0493	0.0485	0.0491	0.0496	0.0502	0.0502	0.05	0.0492	0.0507	0.0509	0.0509	0.0508	0.0512	0.0504	0.0517	seq_45132_4250
0.0522	0.0499	0.0503	0.0501	0.051	0.0495	0.0496	0.0505	0.0488	0.0486	0.0501	0.0495	0.05	0.0508	0.0513	0.0493	0.0505	0.0492	0.0497	0.0489	seq_45132_4247
0.0523	0.0516	0.0506	0.0494	0.0496	0.0499	0.0491	0.0502	0.0497	0.0498	0.0489	0.0498	0.0509	0.0492	0.0513	0.05	0.0492	0.0492	0.0512	0.0479	seq_45132_4248
0.0506	0.049	0.0494	0.049	0.0498	0.0503	0.0498	0.05	0.0503	0.0492	0.0505	0.0536	0.0506	0.0499	0.0485	0.0499	0.0498	0.0509	0.0492	0.0497	seq_45132_4252
0.0524	0.0503	0.0499	0.0505	0.0497	0.0502	0.05	0.0507	0.0488	0.0491	0.0492	0.0477	0.0496	0.0521	0.0499	0.0517	0.049	0.0487	0.0508	0.0496	seq_45132_4249
0.0515	0.049	0.0502	0.0508	0.0496	0.0508	0.0491	0.0515	0.0478	0.0498	0.05	0.0489	0.0503	0.0503	0.0496	0.0513	0.0497	0.0493	0.05	0.0504	seq_45132_4251
0.052	0.0509	0.0507	0.049	0.0505	0.0492	0.0501	0.0489	0.0516	0.0491	0.0507	0.0514	0.0484	0.0497	0.0497	0.0507	0.0507	0.048	0.0486	0.0503	seq_45132_4254
0.0498	0.0502	0.0508	0.0498	0.0508	0.0493	0.05	0.0505	0.0506	0.0514	0.0494	0.0494	0.0494	0.0505	0.0487	0.0509	0.0495	0.0497	0.0502	0.0491	seq_45132_4253
0.0502	0.0505	0.0502	0.05	0.0503	0.0489	0.0493	0.0501	0.0496	0.0505	0.0503	0.0505	0.0499	0.0509	0.0504	0.0499	0.0489	0.0502	0.0499	0.0496	seq_45132_4255
0.0525	0.0497	0.0488	0.0503	0.0493	0.0489	0.0494	0.0506	0.0515	0.0492	0.05	0.0511	0.0494	0.0509	0.0503	0.0499	0.0496	0.0494	0.0489	0.0503	seq_45132_4258
0.0524	0.0501	0.0502	0.0508	0.0498	0.0487	0.05	0.0503	0.0495	0.0498	0.05	0.052	0.05	0.0491	0.0488	0.0502	0.0513	0.0486	0.049	0.0496	seq_45132_4256
0.0509	0.0504	0.05	0.0496	0.0499	0.0496	0.0492	0.0502	0.0499	0.0499	0.0486	0.0539	0.0501	0.0492	0.0466	0.0506	0.0512	0.0495	0.0498	0.0509	seq_45132_4257
0.0539	0.0487	0.0506	0.0456	0.0517	0.0488	0.051	0.0489	0.0497	0.0459	0.0505	0.0496	0.0505	0.0533	0.0503	0.0513	0.0458	0.0518	0.0486	0.0535	seq_45132_4259
0.0508	0.0482	0.0506	0.0491	0.0509	0.051	0.0493	0.0498	0.0472	0.0488	0.0489	0.0491	0.0508	0.0522	0.0525	0.0528	0.0503	0.0508	0.0485	0.0482	seq_45132_4260
0.0516	0.0487	0.0498	0.0496	0.0487	0.0508	0.0509	0.0512	0.0483	0.0493	0.0484	0.0496	0.0498	0.052	0.0514	0.0513	0.0495	0.0528	0.0483	0.0479	seq_45132_4261
0.0525	0.0514	0.0497	0.0497	0.0497	0.0489	0.0501	0.0487	0.0506	0.0499	0.0494	0.0503	0.0487	0.0506	0.0495	0.0501	0.051	0.0503	0.0488	0.0503	seq_45132_4262
0.052	0.0501	0.051	0.0491	0.0505	0.0489	0.0501	0.0494	0.0515	0.049	0.0504	0.0515	0.0486	0.0499	0.05	0.0507	0.0506	0.0476	0.0487	0.0504	seq_45132_4263
0.0508	0.0487	0.0498	0.0494	0.0511	0.0511	0.0495	0.0493	0.0493	0.0499	0.0498	0.0494	0.0495	0.0518	0.0516	0.0509	0.0497	0.0506	0.0474	0.0503	seq_45132_4264
0.0527	0.0495	0.0501	0.0511	0.0503	0.0493	0.0484	0.0486	0.0491	0.0509	0.0508	0.0476	0.0503	0.0511	0.0505	0.0509	0.0496	0.0494	0.0501	0.0496	seq_45132_4265
0.0514	0.0513	0.0506	0.0496	0.0504	0.0496	0.051	0.0495	0.0502	0.0492	0.0507	0.0506	0.0491	0.0498	0.0501	0.0505	0.0501	0.0476	0.0493	0.0493	seq_45132_4266
0.0502	0.0514	0.0497	0.05	0.0505	0.0495	0.0495	0.05	0.0485	0.0502	0.0491	0.0526	0.0507	0.0503	0.0495	0.0501	0.0508	0.0493	0.0487	0.0496	seq_45132_4267
0.0507	0.0484	0.0506	0.0501	0.0498	0.0496	0.0503	0.0497	0.0497	0.0498	0.0491	0.0505	0.0505	0.0512	0.0503	0.0499	0.0499	0.0501	0.0494	0.0505	seq_45132_4268
0.0519	0.0508	0.0501	0.0498	0.0508	0.0497	0.0506	0.0491	0.0503	0.0488	0.0503	0.0507	0.049	0.0492	0.0498	0.0514	0.05	0.0486	0.0492	0.05	seq_45132_4271
0.0497	0.0501	0.0507	0.0488	0.0484	0.0498	0.0498	0.0517	0.0504	0.0496	0.0507	0.0513	0.0494	0.0506	0.0493	0.0501	0.0505	0.048	0.0501	0.0509	seq_45132_4269
0.0503	0.0508	0.0486	0.0504	0.0499	0.0494	0.0507	0.0498	0.0503	0.0504	0.0504	0.053	0.0499	0.049	0.048	0.0501	0.0518	0.0489	0.0478	0.0504	seq_45132_4270
0.0507	0.0486	0.05	0.05	0.0501	0.0494	0.0503	0.0498	0.0499	0.0493	0.0494	0.0508	0.0507	0.0512	0.0504	0.0497	0.0502	0.0497	0.0495	0.0504	seq_45132_4272
0.0508	0.0497	0.0503	0.0506	0.0497	0.0494	0.0491	0.05	0.0492	0.0482	0.0498	0.0509	0.0493	0.0519	0.0498	0.0506	0.0499	0.0495	0.0506	0.0506	seq_45132_4273
0.0524	0.049	0.0508	0.0494	0.0493	0.049	0.0496	0.0508	0.0493	0.05	0.0501	0.0502	0.0483	0.0526	0.0504	0.0503	0.0499	0.0485	0.0502	0.0498	seq_45132_4274
0.0514	0.049	0.0505	0.0499	0.0495	0.0503	0.0492	0.0494	0.0494	0.0499	0.0494	0.0533	0.0499	0.0493	0.0492	0.0517	0.051	0.0478	0.0496	0.0505	seq_45132_4275
0.0508	0.0489	0.0503	0.0501	0.0499	0.0492	0.0501	0.0494	0.0499	0.0496	0.0495	0.0508	0.0506	0.0511	0.0502	0.0497	0.0498	0.0498	0.0499	0.0503	seq_45132_4277
